date,store_id,labor_hours,labor_cost
2025-08-19,Store_018,96.49,2086.34
2025-08-19,Store_019,138.04,2835.85
2025-08-19,Store_020,164.61,3061.41
2025-08-20,Store_001,120.23,2372.77
2025-08-20,Store_002,121.2,2229.73
2025-08-20,Store_003,118.66,2142.69
2025-08-20,Store_004,171.58,3121.66
2025-08-20,Store_005,94.26,2000.84
2025-08-20,Store_006,94.58,2002.02
2025-08-20,Store_007,179.49,3623.7
2025-08-20,Store_008,85.96,1833.79
2025-08-20,Store_009,132.68,2574.1
2025-08-20,Store_010,131.49,2681.12
2025-08-20,Store_011,139.83,2581.24
2025-08-20,Store_012,141.7,2767.47
2025-08-20,Store_013,123.83,2223.3
2025-08-20,Store_014,102.01,1832.94
2025-08-20,Store_015,116.03,2000.44
2025-08-20,Store_016,120.56,2649.39
2025-08-20,Store_017,110.28,2080.94
2025-08-20,Store_018,123.7,2278.49
2025-08-20,Store_019,121.3,2310.47
2025-08-20,Store_020,132.72,2262.63
2025-08-21,Store_001,177.62,3627.43
2025-08-21,Store_002,105.46,1868.3
2025-08-21,Store_003,102.81,1932.39
2025-08-21,Store_004,98.58,2150.93
2025-08-21,Store_005,129.66,2827.82
2025-08-21,Store_006,134.15,2872.87
2025-08-21,Store_007,154.25,2710.32
2025-08-21,Store_008,71.68,1351.66
2025-08-21,Store_009,119.21,2285.3
2025-08-21,Store_010,122.48,2124.13
2025-08-21,Store_011,70.71,1390.57
2025-08-21,Store_012,141.54,2998.42
2025-08-21,Store_013,68.93,1195.49
2025-08-21,Store_014,111.29,1936.32
2025-08-21,Store_015,152.23,2880.21
2025-08-21,Store_016,122.49,2629.57
2025-08-21,Store_017,80.18,1646.04
2025-08-21,Store_018,120.21,2253.27
2025-08-21,Store_019,148.61,2529.96
2025-08-21,Store_020,80.67,1534.5
2025-08-22,Store_001,77.69,1479.8
2025-08-22,Store_002,145.51,3084.68
2025-08-22,Store_003,104.97,2060.7
2025-08-22,Store_004,71.42,1260.84
2025-08-22,Store_005,59.17,1159.76
2025-08-22,Store_006,149.39,3159.84
2025-08-22,Store_007,79.55,1628.06
2025-08-22,Store_008,124.11,2421.73
2025-08-22,Store_009,100.49,1845.37
2025-08-22,Store_010,103.2,1969.37
2025-08-22,Store_011,135.85,2870.21
2025-08-22,Store_012,86.82,1634.93
2025-08-22,Store_013,69.82,1304.49
2025-08-22,Store_014,113.37,2299.93
2025-08-22,Store_015,121.71,2416.39
2025-08-22,Store_016,125.81,2527.83
2025-08-22,Store_017,115.83,2269.79
2025-08-22,Store_018,131.97,2324.51
2025-08-22,Store_019,163.23,3524.26
2025-08-22,Store_020,82.93,1783.11
2025-08-23,Store_001,154.31,2647.85
2025-08-23,Store_002,107.57,2154.78
2025-08-23,Store_003,144.93,2679.93
2025-08-23,Store_004,134.49,2876.36
2025-08-23,Store_005,158.27,3262.55
2025-08-23,Store_006,164.96,3055.6
2025-08-23,Store_007,134.19,2805.96
2025-08-23,Store_008,168.75,3511.17
2025-08-23,Store_009,124.55,2672.85
2025-08-23,Store_010,76.7,1589.59
2025-08-23,Store_011,136.99,2552.18
2025-08-23,Store_012,117.84,2021.18
2025-08-23,Store_013,176.05,3856.78
2025-08-23,Store_014,204.28,3985.52
2025-08-23,Store_015,92.58,1690.08
2025-08-23,Store_016,98.11,1985.56
2025-08-23,Store_017,173.26,3335.74
2025-08-23,Store_018,196.08,3566.89
2025-08-23,Store_019,118.2,2460.92
2025-08-23,Store_020,104.66,2016.8
2025-08-24,Store_001,141.99,3018.19
2025-08-24,Store_002,120.71,2417.33
2025-08-24,Store_003,177.32,3873.24
2025-08-24,Store_004,170.33,2907.48
2025-08-24,Store_005,112.0,2028.46
2025-08-24,Store_006,115.7,2194.92
2025-08-24,Store_007,153.11,3095.29
2025-08-24,Store_008,128.67,2777.73
2025-08-24,Store_009,182.37,3585.34
2025-08-24,Store_010,160.73,2997.35
2025-08-24,Store_011,112.8,2431.43
2025-08-24,Store_012,149.91,2906.1
2025-08-24,Store_013,139.32,2938.75
2025-08-24,Store_014,142.57,2663.58
2025-08-24,Store_015,109.72,2047.48
2025-08-24,Store_016,105.64,2165.9
2025-08-24,Store_017,154.19,2658.72
2025-08-24,Store_018,187.25,3848.16
2025-08-24,Store_019,124.39,2369.19
2025-08-24,Store_020,120.23,2315.2
2025-08-25,Store_001,121.12,2537.66
2025-08-25,Store_002,93.01,2018.33
2025-08-25,Store_003,129.66,2430.26
2025-08-25,Store_004,109.71,1986.74
2025-08-25,Store_005,88.76,1817.69
2025-08-25,Store_006,140.85,2971.59
2025-08-25,Store_007,118.17,2254.47
2025-08-25,Store_008,146.38,2607.14
2025-08-25,Store_009,116.59,2277.46
2025-08-25,Store_010,85.77,1538.18
2025-08-25,Store_011,110.26,2178.68
2025-08-25,Store_012,74.87,1413.47
2025-08-25,Store_013,95.13,1878.72
2025-08-25,Store_014,119.28,2406.87
2025-08-25,Store_015,135.91,2905.07
2025-08-25,Store_016,70.85,1373.01
2025-08-25,Store_017,53.04,1015.05
2025-08-25,Store_018,68.3,1373.65
2025-08-25,Store_019,136.78,2669.04
2025-08-25,Store_020,112.04,2159.62
2025-08-26,Store_001,106.51,2300.5
2025-08-26,Store_002,126.39,2332.3
2025-08-26,Store_003,108.5,2105.84
2025-08-26,Store_004,114.53,1995.38
2025-08-26,Store_005,76.96,1470.46
2025-08-26,Store_006,182.1,3580.43
2025-08-26,Store_007,97.08,1853.21
2025-08-26,Store_008,80.84,1770.65
2025-08-26,Store_009,121.47,2578.2
2025-08-26,Store_010,116.37,2345.75
2025-08-26,Store_011,122.85,2453.08
2025-08-26,Store_012,98.22,1758.32
2025-08-26,Store_013,50.0,965.09
2025-08-26,Store_014,101.58,1787.83
2025-08-26,Store_015,78.21,1651.14
2025-08-26,Store_016,109.92,1869.35
2025-08-26,Store_017,73.78,1375.71
2025-08-26,Store_018,147.42,2870.76
2025-08-26,Store_019,140.3,2775.51
2025-08-26,Store_020,93.64,1750.52
2025-08-27,Store_001,108.41,2229.5
2025-08-27,Store_002,100.04,1816.44
2025-08-27,Store_003,105.74,2097.88
2025-08-27,Store_004,121.83,2643.19
2025-08-27,Store_005,105.1,2189.98
2025-08-27,Store_006,105.64,1920.5
2025-08-27,Store_007,66.78,1228.87
2025-08-27,Store_008,95.68,2046.44
2025-08-27,Store_009,126.02,2223.35
2025-08-27,Store_010,102.54,1952.82
2025-08-27,Store_011,102.74,1904.63
2025-08-27,Store_012,101.08,1872.76
2025-08-27,Store_013,88.98,1812.14
2025-08-27,Store_014,135.48,2512.67
2025-08-27,Store_015,107.96,2192.62
2025-08-27,Store_016,125.82,2149.61
2025-08-27,Store_017,107.96,1907.6
2025-08-27,Store_018,161.28,3480.3
2025-08-27,Store_019,106.2,1890.34
2025-08-27,Store_020,98.42,1936.62
2025-08-28,Store_001,65.09,1360.4
2025-08-28,Store_002,143.93,3097.23
2025-08-28,Store_003,101.42,1738.91
2025-08-28,Store_004,110.7,2388.64
2025-08-28,Store_005,98.44,1969.46
2025-08-28,Store_006,129.65,2475.89
2025-08-28,Store_007,118.68,2068.22
2025-08-28,Store_008,145.05,2468.99
2025-08-28,Store_009,78.27,1479.99
2025-08-28,Store_010,117.53,2562.25
2025-08-28,Store_011,160.21,3163.25
2025-08-28,Store_012,145.08,2655.86
2025-08-28,Store_013,92.37,1809.59
2025-08-28,Store_014,100.96,2036.77
2025-08-28,Store_015,73.81,1390.4
2025-08-28,Store_016,100.49,1898.15
2025-08-28,Store_017,109.55,2322.74
2025-08-28,Store_018,80.33,1495.97
2025-08-28,Store_019,136.05,2376.42
2025-08-28,Store_020,119.36,2565.18
2025-08-29,Store_001,138.42,2770.15
2025-08-29,Store_002,113.91,2061.22
2025-08-29,Store_003,109.15,2274.31
2025-08-29,Store_004,82.77,1771.17
2025-08-29,Store_005,163.28,3300.22
2025-08-29,Store_006,114.84,2072.29
2025-08-29,Store_007,140.49,2814.02
2025-08-29,Store_008,66.07,1330.13
2025-08-29,Store_009,139.67,2450.7
2025-08-29,Store_010,87.48,1833.49
2025-08-29,Store_011,72.57,1435.38
2025-08-29,Store_012,95.73,1850.46
2025-08-29,Store_013,75.45,1440.82
2025-08-29,Store_014,83.7,1452.42
2025-08-29,Store_015,75.31,1490.53
2025-08-29,Store_016,95.74,1646.14
2025-08-29,Store_017,98.4,2159.19
2025-08-29,Store_018,91.09,1917.75
2025-08-29,Store_019,158.71,3167.0
2025-08-29,Store_020,111.78,2393.01
2025-08-30,Store_001,115.88,2185.16
2025-08-30,Store_002,159.17,3134.8
2025-08-30,Store_003,122.95,2238.23
2025-08-30,Store_004,125.82,2766.6
2025-08-30,Store_005,143.39,2579.68
2025-08-30,Store_006,165.6,3351.87
2025-08-30,Store_007,197.01,3904.66
2025-08-30,Store_008,200.28,3769.25
2025-08-30,Store_009,149.93,3013.09
2025-08-30,Store_010,108.99,2046.35
2025-08-30,Store_011,135.93,2851.29
2025-08-30,Store_012,157.6,2863.7
2025-08-30,Store_013,145.27,2817.62
2025-08-30,Store_014,104.7,2032.46
2025-08-30,Store_015,158.8,3046.25
2025-08-30,Store_016,89.8,1951.24
2025-08-30,Store_017,129.46,2604.18
2025-08-30,Store_018,139.46,2444.81
2025-08-30,Store_019,181.77,3657.08
2025-08-30,Store_020,204.5,3797.98
2025-08-31,Store_001,182.33,3631.77
2025-08-31,Store_002,131.61,2723.96
2025-08-31,Store_003,120.75,2209.55
2025-08-31,Store_004,84.5,1762.03
2025-08-31,Store_005,103.09,1851.43
2025-08-31,Store_006,162.94,3437.07
2025-08-31,Store_007,193.52,3404.57
2025-08-31,Store_008,121.78,2382.96
2025-08-31,Store_009,156.47,3029.38
2025-08-31,Store_010,132.01,2843.14
2025-08-31,Store_011,132.31,2253.05
2025-08-31,Store_012,120.32,2553.8
2025-08-31,Store_013,180.55,3565.82
2025-08-31,Store_014,108.48,2219.18
2025-08-31,Store_015,149.23,2853.57
2025-08-31,Store_016,127.19,2192.81
2025-08-31,Store_017,113.55,2146.19
2025-08-31,Store_018,150.72,2912.73
2025-08-31,Store_019,187.5,4003.83
2025-08-31,Store_020,163.9,3130.63
2025-09-01,Store_001,102.34,1863.71
2025-09-01,Store_002,80.55,1469.27
2025-09-01,Store_003,80.5,1428.51
2025-09-01,Store_004,93.82,1989.58
2025-09-01,Store_005,127.8,2696.05
2025-09-01,Store_006,116.28,2168.12
2025-09-01,Store_007,145.47,2980.34
2025-09-01,Store_008,61.05,1127.85
2025-09-01,Store_009,119.87,2087.06
2025-09-01,Store_010,97.08,1937.26
2025-09-01,Store_011,138.44,2982.0
2025-09-01,Store_012,94.25,1950.72
2025-09-01,Store_013,126.5,2192.15
2025-09-01,Store_014,95.51,2094.89
2025-09-01,Store_015,97.04,1976.31
2025-09-01,Store_016,71.93,1511.04
2025-09-01,Store_017,73.8,1391.7
2025-09-01,Store_018,168.86,3574.93
2025-09-01,Store_019,86.47,1674.92
2025-09-01,Store_020,113.79,2347.21
2025-09-02,Store_001,118.68,2081.36
2025-09-02,Store_002,128.24,2792.69
2025-09-02,Store_003,150.97,2765.39
2025-09-02,Store_004,137.55,2702.2
2025-09-02,Store_005,93.81,1976.72
2025-09-02,Store_006,77.17,1451.19
2025-09-02,Store_007,104.75,2264.3
2025-09-02,Store_008,121.23,2123.21
2025-09-02,Store_009,103.76,1802.39
2025-09-02,Store_010,147.1,2980.12
2025-09-02,Store_011,103.3,2211.59
2025-09-02,Store_012,105.92,2227.79
2025-09-02,Store_013,144.17,2645.23
2025-09-02,Store_014,82.88,1556.82
2025-09-02,Store_015,98.09,1983.05
2025-09-02,Store_016,111.21,2086.95
2025-09-02,Store_017,73.1,1330.49
2025-09-02,Store_018,84.65,1528.36
2025-09-02,Store_019,81.9,1397.7
2025-09-02,Store_020,143.89,2863.51
2025-09-03,Store_001,130.12,2778.53
2025-09-03,Store_002,96.36,2090.75
2025-09-03,Store_003,114.04,2321.64
2025-09-03,Store_004,85.11,1651.84
2025-09-03,Store_005,105.16,1952.51
2025-09-03,Store_006,118.78,2602.33
2025-09-03,Store_007,100.41,1897.14
2025-09-03,Store_008,98.06,1699.78
2025-09-03,Store_009,127.7,2539.49
2025-09-03,Store_010,73.18,1352.73
2025-09-03,Store_011,123.04,2464.65
2025-09-03,Store_012,123.18,2674.18
2025-09-03,Store_013,69.41,1260.81
2025-09-03,Store_014,124.69,2245.79
2025-09-03,Store_015,108.05,1949.16
2025-09-03,Store_016,119.02,2384.76
2025-09-03,Store_017,90.59,1941.54
2025-09-03,Store_018,136.15,2985.15
2025-09-03,Store_019,103.17,2109.59
2025-09-03,Store_020,129.17,2585.68
2025-09-04,Store_001,145.22,2482.14
2025-09-04,Store_002,128.67,2348.71
2025-09-04,Store_003,91.11,1704.76
2025-09-04,Store_004,76.06,1320.09
2025-09-04,Store_005,141.67,2796.69
2025-09-04,Store_006,110.83,2121.16
2025-09-04,Store_007,72.28,1242.21
2025-09-04,Store_008,119.27,2491.07
2025-09-04,Store_009,118.92,2364.34
2025-09-04,Store_010,77.25,1686.59
2025-09-04,Store_011,102.87,1877.08
2025-09-04,Store_012,92.76,1930.12
2025-09-04,Store_013,85.2,1772.26
2025-09-04,Store_014,78.1,1387.61
2025-09-04,Store_015,142.85,2845.91
2025-09-04,Store_016,98.74,2148.32
2025-09-04,Store_017,135.17,2789.26
2025-09-04,Store_018,129.83,2493.3
2025-09-04,Store_019,111.21,2297.78
2025-09-04,Store_020,133.08,2554.74
2025-09-05,Store_001,135.61,2837.41
2025-09-05,Store_002,75.41,1374.83
2025-09-05,Store_003,124.15,2510.59
2025-09-05,Store_004,111.73,1965.24
2025-09-05,Store_005,119.13,2587.3
2025-09-05,Store_006,117.92,2101.94
2025-09-05,Store_007,128.61,2715.66
2025-09-05,Store_008,50.0,885.69
2025-09-05,Store_009,95.29,2062.06
2025-09-05,Store_010,116.4,2238.05
2025-09-05,Store_011,139.86,3070.06
2025-09-05,Store_012,80.18,1745.84
2025-09-05,Store_013,182.64,3637.04
2025-09-05,Store_014,87.89,1906.54
2025-09-05,Store_015,117.92,2299.55
2025-09-05,Store_016,115.35,1991.56
2025-09-05,Store_017,174.07,3275.84
2025-09-05,Store_018,140.84,2616.52
2025-09-05,Store_019,134.22,2425.57
2025-09-05,Store_020,134.49,2645.43
2025-09-06,Store_001,73.98,1472.2
2025-09-06,Store_002,169.54,3556.24
2025-09-06,Store_003,149.56,2950.08
2025-09-06,Store_004,151.5,2662.69
2025-09-06,Store_005,159.75,2920.46
2025-09-06,Store_006,101.81,1912.42
2025-09-06,Store_007,197.67,3704.15
2025-09-06,Store_008,141.79,2878.94
2025-09-06,Store_009,144.0,2801.58
2025-09-06,Store_010,158.64,2812.18
2025-09-06,Store_011,96.45,1888.81
2025-09-06,Store_012,128.14,2313.77
2025-09-06,Store_013,105.15,2306.6
2025-09-06,Store_014,89.17,1905.12
2025-09-06,Store_015,183.69,3572.91
2025-09-06,Store_016,125.28,2279.43
2025-09-06,Store_017,119.44,2392.04
2025-09-06,Store_018,112.45,1987.86
2025-09-06,Store_019,168.89,3574.23
2025-09-06,Store_020,175.25,3441.0
2025-09-07,Store_001,105.17,2145.07
2025-09-07,Store_002,123.53,2262.26
2025-09-07,Store_003,99.88,1967.5
2025-09-07,Store_004,170.14,3120.16
2025-09-07,Store_005,89.74,1700.37
2025-09-07,Store_006,145.12,2706.38
2025-09-07,Store_007,146.02,3129.39
2025-09-07,Store_008,90.22,1699.3
2025-09-07,Store_009,197.0,3719.64
2025-09-07,Store_010,139.32,2818.59
2025-09-07,Store_011,120.45,2462.96
2025-09-07,Store_012,172.02,3755.76
2025-09-07,Store_013,111.24,2123.78
2025-09-07,Store_014,106.6,2080.33
2025-09-07,Store_015,114.13,2263.45
2025-09-07,Store_016,136.03,2720.02
2025-09-07,Store_017,147.49,3139.77
2025-09-07,Store_018,128.07,2394.26
2025-09-07,Store_019,157.88,3471.29
2025-09-07,Store_020,107.46,2336.24
2025-09-08,Store_001,106.75,2225.84
2025-09-08,Store_002,111.15,2039.53
2025-09-08,Store_003,173.39,3695.62
2025-09-08,Store_004,144.73,3150.39
2025-09-08,Store_005,118.6,2559.06
2025-09-08,Store_006,124.74,2452.36
2025-09-08,Store_007,72.66,1300.14
2025-09-08,Store_008,102.57,2112.57
2025-09-08,Store_009,113.16,2294.59
2025-09-08,Store_010,84.12,1712.34
2025-09-08,Store_011,70.78,1390.65
2025-09-08,Store_012,104.75,2179.83
2025-09-08,Store_013,94.4,1632.5
2025-09-08,Store_014,95.57,1925.99
2025-09-08,Store_015,89.62,1660.62
2025-09-08,Store_016,115.91,2412.37
2025-09-08,Store_017,140.94,2993.58
2025-09-08,Store_018,106.94,1916.43
2025-09-08,Store_019,87.23,1530.28
2025-09-08,Store_020,106.47,2099.64
2025-09-09,Store_001,74.97,1277.03
2025-09-09,Store_002,93.74,1958.76
2025-09-09,Store_003,102.15,1827.54
2025-09-09,Store_004,108.93,2009.93
2025-09-09,Store_005,92.95,1644.51
2025-09-09,Store_006,93.48,2000.64
2025-09-09,Store_007,97.25,1971.63
2025-09-09,Store_008,130.48,2321.72
2025-09-09,Store_009,120.6,2640.43
2025-09-09,Store_010,132.43,2811.27
2025-09-09,Store_011,97.37,1804.96
2025-09-09,Store_012,107.26,1966.3
2025-09-09,Store_013,98.01,1984.64
2025-09-09,Store_014,115.57,2270.78
2025-09-09,Store_015,100.58,1843.86
2025-09-09,Store_016,112.53,2421.35
2025-09-09,Store_017,89.18,1907.74
2025-09-09,Store_018,114.78,2345.43
2025-09-09,Store_019,124.0,2655.35
2025-09-09,Store_020,132.53,2284.14
2025-09-10,Store_001,117.24,2549.05
2025-09-10,Store_002,90.96,1833.87
2025-09-10,Store_003,68.05,1285.41
2025-09-10,Store_004,93.78,1820.34
2025-09-10,Store_005,96.76,2080.43
2025-09-10,Store_006,113.42,2238.96
2025-09-10,Store_007,99.69,1705.53
2025-09-10,Store_008,97.58,1944.63
2025-09-10,Store_009,79.49,1607.3
2025-09-10,Store_010,131.45,2266.29
2025-09-10,Store_011,112.27,2384.85
2025-09-10,Store_012,119.48,2249.22
2025-09-10,Store_013,105.68,1853.65
2025-09-10,Store_014,155.62,2646.04
2025-09-10,Store_015,86.44,1673.87
2025-09-10,Store_016,109.6,2317.98
2025-09-10,Store_017,115.7,2073.77
2025-09-10,Store_018,87.82,1645.13
2025-09-10,Store_019,117.12,2083.37
2025-09-10,Store_020,170.17,3081.63
2025-09-11,Store_001,92.9,2030.44
2025-09-11,Store_002,112.86,2074.27
2025-09-11,Store_003,120.31,2252.34
2025-09-11,Store_004,94.94,1934.81
2025-09-11,Store_005,142.27,2961.37
2025-09-11,Store_006,111.18,2236.61
2025-09-11,Store_007,104.61,1832.35
2025-09-11,Store_008,115.9,2383.27
2025-09-11,Store_009,97.06,1921.97
2025-09-11,Store_010,113.83,2361.09
2025-09-11,Store_011,97.88,2102.63
2025-09-11,Store_012,188.38,3633.69
2025-09-11,Store_013,152.65,2684.4
2025-09-11,Store_014,88.75,1611.62
2025-09-11,Store_015,62.8,1165.52
2025-09-11,Store_016,111.1,1890.92
2025-09-11,Store_017,122.3,2664.84
2025-09-11,Store_018,88.05,1666.29
2025-09-11,Store_019,80.36,1460.2
2025-09-11,Store_020,113.4,2256.59
2025-09-12,Store_001,67.28,1434.94
2025-09-12,Store_002,80.68,1648.89
2025-09-12,Store_003,132.18,2418.23
2025-09-12,Store_004,130.11,2333.62
2025-09-12,Store_005,129.63,2429.08
2025-09-12,Store_006,115.65,1990.26
2025-09-12,Store_007,129.72,2265.04
2025-09-12,Store_008,112.28,2438.48
2025-09-12,Store_009,92.08,2006.48
2025-09-12,Store_010,89.79,1880.45
2025-09-12,Store_011,98.19,1841.15
2025-09-12,Store_012,96.63,2019.38
2025-09-12,Store_013,95.14,1961.39
2025-09-12,Store_014,105.84,1803.57
2025-09-12,Store_015,111.82,2287.5
2025-09-12,Store_016,141.57,3023.52
2025-09-12,Store_017,94.45,1779.37
2025-09-12,Store_018,118.55,2502.39
2025-09-12,Store_019,152.83,2693.94
2025-09-12,Store_020,141.27,2452.83
2025-09-13,Store_001,133.81,2904.42
2025-09-13,Store_002,121.07,2559.02
2025-09-13,Store_003,148.12,3043.37
2025-09-13,Store_004,98.29,1940.78
2025-09-13,Store_005,78.64,1582.0
2025-09-13,Store_006,120.8,2397.37
2025-09-13,Store_007,163.52,3449.13
2025-09-13,Store_008,134.53,2682.85
2025-09-13,Store_009,91.53,1688.69
2025-09-13,Store_010,163.41,2929.68
2025-09-13,Store_011,105.39,2034.0
2025-09-13,Store_012,87.75,1833.03
2025-09-13,Store_013,109.02,1996.28
2025-09-13,Store_014,189.75,3773.08
2025-09-13,Store_015,138.42,2805.18
2025-09-13,Store_016,133.1,2416.08
2025-09-13,Store_017,160.55,2920.64
2025-09-13,Store_018,154.14,2856.25
2025-09-13,Store_019,133.59,2400.63
2025-09-13,Store_020,163.42,3174.73
2025-09-14,Store_001,143.6,3131.73
2025-09-14,Store_002,124.32,2582.93
2025-09-14,Store_003,200.53,3535.66
2025-09-14,Store_004,152.24,2770.66
2025-09-14,Store_005,98.59,1786.18
2025-09-14,Store_006,181.75,3559.13
2025-09-14,Store_007,143.11,2920.08
2025-09-14,Store_008,112.58,2054.21
2025-09-14,Store_009,120.41,2243.55
2025-09-14,Store_010,165.67,3628.98
2025-09-14,Store_011,71.37,1243.24
2025-09-14,Store_012,163.01,3090.63
2025-09-14,Store_013,129.05,2545.23
2025-09-14,Store_014,152.96,3165.13
2025-09-14,Store_015,130.38,2253.06
2025-09-14,Store_016,158.35,3192.49
2025-09-14,Store_017,129.63,2614.52
2025-09-14,Store_018,146.17,2850.65
2025-09-14,Store_019,130.0,2553.3
2025-09-14,Store_020,127.5,2401.17
2025-09-15,Store_001,114.04,2297.98
2025-09-15,Store_002,106.55,2268.64
2025-09-15,Store_003,100.47,1842.32
2025-09-15,Store_004,79.36,1397.79
2025-09-15,Store_005,83.18,1765.55
2025-09-15,Store_006,106.73,1826.35
2025-09-15,Store_007,102.98,2239.65
2025-09-15,Store_008,110.83,2184.65
2025-09-15,Store_009,71.48,1421.57
2025-09-15,Store_010,137.79,2422.5
2025-09-15,Store_011,148.76,3009.04
2025-09-15,Store_012,50.0,1095.46
2025-09-15,Store_013,94.51,1936.91
2025-09-15,Store_014,103.21,2132.73
2025-09-15,Store_015,105.33,2257.48
2025-09-15,Store_016,124.8,2355.34
2025-09-15,Store_017,139.0,2511.9
2025-09-15,Store_018,87.98,1583.15
2025-09-15,Store_019,109.86,1929.9
2025-09-15,Store_020,108.21,2184.79
2025-09-16,Store_001,133.16,2493.77
2025-09-16,Store_002,138.54,3005.61
2025-09-16,Store_003,105.52,2217.82
2025-09-16,Store_004,89.74,1556.77
2025-09-16,Store_005,88.73,1545.66
2025-09-16,Store_006,117.23,2473.54
2025-09-16,Store_007,148.62,3068.81
2025-09-16,Store_008,103.25,2079.65
2025-09-16,Store_009,95.18,1873.02
2025-09-16,Store_010,162.65,3298.4
2025-09-16,Store_011,113.73,2199.13
2025-09-16,Store_012,89.42,1769.09
2025-09-16,Store_013,123.54,2395.9
2025-09-16,Store_014,84.57,1787.46
2025-09-16,Store_015,142.74,2536.76
2025-09-16,Store_016,80.75,1433.73
2025-09-16,Store_017,124.64,2736.31
2025-09-16,Store_018,95.63,1773.38
2025-09-16,Store_019,104.75,2115.64
2025-09-16,Store_020,73.14,1253.02
2025-09-17,Store_001,85.01,1611.31
2025-09-17,Store_002,90.85,1626.54
2025-09-17,Store_003,125.8,2469.92
2025-09-17,Store_004,77.33,1321.69
2025-09-17,Store_005,97.85,1834.51
