week_start,sku,on_hand_units,is_stockout,estimated_lost_sales
2025-09-01,SKU-10041,263,0,0.0
2025-09-01,SKU-10052,214,0,0.0
2025-09-01,SKU-10040,126,0,0.0
2025-09-01,SKU-10048,85,0,0.0
2025-09-01,SKU-10005,210,0,0.0
2025-09-01,SKU-10003,247,0,0.0
2025-09-01,SKU-10010,132,0,0.0
2025-09-01,SKU-10032,215,0,0.0
2025-09-01,SKU-10051,119,0,0.0
2025-09-01,SKU-10035,345,0,0.0
2025-09-01,SKU-10026,109,0,0.0
2025-09-01,SKU-10020,181,0,0.0
2025-09-01,SKU-10047,305,0,0.0
2025-09-01,SKU-10039,129,0,0.0
2025-09-01,SKU-10044,168,0,0.0
2025-09-01,SKU-10018,47,0,0.0
2025-09-01,SKU-10057,269,0,0.0
2025-09-08,SKU-10057,337,0,0.0
2025-09-08,SKU-10055,199,0,0.0
2025-09-08,SKU-10009,270,0,0.0
2025-09-08,SKU-10037,226,0,0.0
2025-09-08,SKU-10004,177,0,0.0
2025-09-08,SKU-10018,193,0,0.0
2025-09-08,SKU-10034,121,0,0.0
2025-09-08,SKU-10045,175,0,0.0
2025-09-08,SKU-10031,183,0,0.0
2025-09-08,SKU-10036,249,0,0.0
2025-09-08,SKU-10025,317,0,0.0
2025-09-08,SKU-10056,171,0,0.0
2025-09-08,SKU-10010,146,0,0.0
2025-09-08,SKU-10015,199,0,0.0
2025-09-08,SKU-10060,230,0,0.0
2025-09-08,SKU-10039,104,0,0.0
2025-09-08,SKU-10040,112,0,0.0
2025-09-08,SKU-10054,60,0,0.0
2025-09-08,SKU-10019,276,0,0.0
2025-09-08,SKU-10048,246,0,0.0
2025-09-08,SKU-10030,219,0,0.0
2025-09-08,SKU-10001,227,0,0.0
2025-09-08,SKU-10047,352,0,0.0
2025-09-08,SKU-10042,187,0,0.0
2025-09-08,SKU-10059,401,0,0.0
2025-09-08,SKU-10020,132,0,0.0
2025-09-08,SKU-10052,108,0,0.0
2025-09-08,SKU-10007,285,0,0.0
2025-09-08,SKU-10035,192,0,0.0
2025-09-08,SKU-10033,228,0,0.0
2025-09-08,SKU-10038,310,0,0.0
2025-09-08,SKU-10026,275,0,0.0
2025-09-08,SKU-10029,184,0,0.0
2025-09-08,SKU-10005,212,0,0.0
2025-09-08,SKU-10017,296,0,0.0
2025-09-08,SKU-10016,140,0,0.0
2025-09-08,SKU-10053,250,0,0.0
2025-09-08,SKU-10003,219,0,0.0
2025-09-08,SKU-10051,186,0,0.0
2025-09-08,SKU-10027,214,0,0.0
2025-09-08,SKU-10049,127,0,0.0
2025-09-08,SKU-10006,115,0,0.0
2025-09-08,SKU-10046,114,0,0.0
2025-09-08,SKU-10023,117,0,0.0
2025-09-08,SKU-10032,171,0,0.0
2025-09-15,SKU-10013,91,0,0.0
2025-09-15,SKU-10001,138,0,0.0
2025-09-15,SKU-10037,131,0,0.0
2025-09-15,SKU-10017,160,0,0.0
2025-09-15,SKU-10022,96,0,0.0
2025-09-15,SKU-10047,148,0,0.0
2025-09-15,SKU-10016,83,0,0.0
2025-09-15,SKU-10050,266,0,0.0
2025-09-15,SKU-10055,174,0,0.0
2025-09-15,SKU-10004,102,0,0.0
2025-09-15,SKU-10020,104,0,0.0
2025-09-15,SKU-10018,132,0,0.0
2025-09-15,SKU-10010,164,0,0.0
2025-09-15,SKU-10008,171,0,0.0
2025-09-15,SKU-10057,150,0,0.0
2025-09-15,SKU-10059,75,0,0.0
2025-09-15,SKU-10036,151,0,0.0
2025-09-15,SKU-10007,159,0,0.0
2025-09-15,SKU-10039,317,0,0.0
2025-09-15,SKU-10006,0,1,3932.43
2025-09-15,SKU-10002,119,0,0.0
2025-09-15,SKU-10003,120,0,0.0
2025-09-15,SKU-10021,212,0,0.0
2025-09-15,SKU-10046,285,0,0.0
2025-09-15,SKU-10026,132,0,0.0
2025-09-15,SKU-10027,277,0,0.0
2025-09-15,SKU-10011,60,0,0.0
2025-09-15,SKU-10023,96,0,0.0
2025-09-15,SKU-10015,19,0,0.0
2025-09-15,SKU-10031,137,0,0.0
2025-09-15,SKU-10049,257,0,0.0
2025-09-15,SKU-10030,49,0,0.0
2025-09-15,SKU-10043,312,0,0.0
2025-09-15,SKU-10009,0,1,365.24
2025-09-15,SKU-10005,132,0,0.0
2025-09-15,SKU-10033,129,0,0.0
2025-09-15,SKU-10053,129,0,0.0
2025-09-15,SKU-10044,157,0,0.0
2025-09-15,SKU-10042,161,0,0.0
2025-09-15,SKU-10051,172,0,0.0
2025-09-15,SKU-10012,245,0,0.0
2025-09-15,SKU-10014,173,0,0.0
2025-09-15,SKU-10052,112,0,0.0
2025-09-15,SKU-10058,209,0,0.0
2025-09-15,SKU-10034,129,0,0.0
2025-09-22,SKU-10036,285,0,0.0
2025-09-22,SKU-10003,193,0,0.0
2025-09-22,SKU-10053,0,1,3536.92
2025-09-22,SKU-10025,208,0,0.0
2025-09-22,SKU-10035,265,0,0.0
2025-09-22,SKU-10052,312,0,0.0
2025-09-22,SKU-10027,0,1,2429.08
2025-09-22,SKU-10001,61,0,0.0
2025-09-22,SKU-10041,158,0,0.0
2025-09-22,SKU-10013,234,0,0.0
2025-09-22,SKU-10002,174,0,0.0
2025-09-22,SKU-10055,229,0,0.0
2025-09-22,SKU-10058,234,0,0.0
2025-09-22,SKU-10048,239,0,0.0
2025-09-22,SKU-10054,248,0,0.0
2025-09-22,SKU-10012,224,0,0.0
2025-09-22,SKU-10017,44,0,0.0
2025-09-22,SKU-10026,198,0,0.0
2025-09-22,SKU-10028,197,0,0.0
2025-09-22,SKU-10037,167,0,0.0
2025-09-22,SKU-10011,206,0,0.0
2025-09-22,SKU-10005,102,0,0.0
2025-09-22,SKU-10049,178,0,0.0
2025-09-22,SKU-10060,199,0,0.0
2025-09-22,SKU-10044,142,0,0.0
2025-09-22,SKU-10043,290,0,0.0
2025-09-22,SKU-10056,123,0,0.0
2025-09-22,SKU-10010,187,0,0.0
2025-09-22,SKU-10014,159,0,0.0
2025-09-22,SKU-10016,136,0,0.0
2025-09-22,SKU-10034,229,0,0.0
2025-09-22,SKU-10046,263,0,0.0
2025-09-22,SKU-10024,200,0,0.0
2025-09-22,SKU-10030,86,0,0.0
2025-09-22,SKU-10031,51,0,0.0
2025-09-22,SKU-10020,175,0,0.0
2025-09-22,SKU-10021,144,0,0.0
2025-09-22,SKU-10050,205,0,0.0
2025-09-22,SKU-10057,76,0,0.0
2025-09-22,SKU-10023,248,0,0.0
2025-09-22,SKU-10045,356,0,0.0
2025-09-22,SKU-10006,290,0,0.0
2025-09-22,SKU-10051,314,0,0.0
2025-09-22,SKU-10039,275,0,0.0
2025-09-22,SKU-10038,170,0,0.0
2025-09-29,SKU-10057,249,0,0.0
2025-09-29,SKU-10028,234,0,0.0
2025-09-29,SKU-10012,229,0,0.0
2025-09-29,SKU-10003,252,0,0.0
2025-09-29,SKU-10037,182,0,0.0
2025-09-29,SKU-10040,301,0,0.0
2025-09-29,SKU-10031,181,0,0.0
2025-09-29,SKU-10009,98,0,0.0
2025-09-29,SKU-10014,175,0,0.0
2025-09-29,SKU-10030,121,0,0.0
2025-09-29,SKU-10059,13,0,0.0
2025-09-29,SKU-10025,27,0,0.0
2025-09-29,SKU-10055,104,0,0.0
2025-09-29,SKU-10045,234,0,0.0
2025-09-29,SKU-10019,159,0,0.0
2025-09-29,SKU-10005,213,0,0.0
2025-09-29,SKU-10034,262,0,0.0
2025-09-29,SKU-10051,193,0,0.0
2025-09-29,SKU-10054,205,0,0.0
2025-09-29,SKU-10020,93,0,0.0
2025-09-29,SKU-10008,107,0,0.0
2025-09-29,SKU-10046,297,0,0.0
2025-09-29,SKU-10039,77,0,0.0
2025-09-29,SKU-10032,60,0,0.0
2025-09-29,SKU-10016,214,0,0.0
2025-09-29,SKU-10013,147,0,0.0
2025-09-29,SKU-10041,216,0,0.0
2025-09-29,SKU-10010,251,0,0.0
2025-09-29,SKU-10038,152,0,0.0
2025-09-29,SKU-10036,111,0,0.0
2025-09-29,SKU-10017,183,0,0.0
2025-09-29,SKU-10007,0,1,1673.38
2025-09-29,SKU-10052,253,0,0.0
2025-09-29,SKU-10056,116,0,0.0
2025-09-29,SKU-10018,229,0,0.0
2025-09-29,SKU-10004,288,0,0.0
2025-09-29,SKU-10050,309,0,0.0
2025-09-29,SKU-10042,249,0,0.0
2025-09-29,SKU-10048,141,0,0.0
2025-09-29,SKU-10022,80,0,0.0
2025-09-29,SKU-10049,165,0,0.0
2025-09-29,SKU-10011,145,0,0.0
2025-09-29,SKU-10029,197,0,0.0
2025-09-29,SKU-10021,275,0,0.0
2025-09-29,SKU-10006,198,0,0.0
2025-10-06,SKU-10006,130,0,0.0
2025-10-06,SKU-10007,210,0,0.0
2025-10-06,SKU-10058,85,0,0.0
2025-10-06,SKU-10053,232,0,0.0
2025-10-06,SKU-10050,227,0,0.0
2025-10-06,SKU-10015,0,1,353.15
2025-10-06,SKU-10009,109,0,0.0
2025-10-06,SKU-10012,136,0,0.0
2025-10-06,SKU-10021,178,0,0.0
2025-10-06,SKU-10013,124,0,0.0
2025-10-06,SKU-10046,273,0,0.0
2025-10-06,SKU-10047,55,0,0.0
2025-10-06,SKU-10017,155,0,0.0
2025-10-06,SKU-10037,205,0,0.0
2025-10-06,SKU-10042,280,0,0.0
2025-10-06,SKU-10019,245,0,0.0
2025-10-06,SKU-10060,121,0,0.0
2025-10-06,SKU-10051,177,0,0.0
2025-10-06,SKU-10034,118,0,0.0
2025-10-06,SKU-10038,185,0,0.0
2025-10-06,SKU-10052,117,0,0.0
2025-10-06,SKU-10036,65,0,0.0
2025-10-06,SKU-10033,81,0,0.0
2025-10-06,SKU-10004,226,0,0.0
2025-10-06,SKU-10010,213,0,0.0
2025-10-06,SKU-10011,188,0,0.0
2025-10-06,SKU-10028,242,0,0.0
2025-10-06,SKU-10059,213,0,0.0
2025-10-06,SKU-10023,183,0,0.0
2025-10-06,SKU-10056,265,0,0.0
2025-10-06,SKU-10039,72,0,0.0
2025-10-06,SKU-10025,136,0,0.0
2025-10-06,SKU-10041,310,0,0.0
2025-10-06,SKU-10049,192,0,0.0
2025-10-06,SKU-10035,273,0,0.0
2025-10-06,SKU-10045,202,0,0.0
2025-10-06,SKU-10026,186,0,0.0
2025-10-06,SKU-10044,123,0,0.0
2025-10-06,SKU-10003,117,0,0.0
2025-10-06,SKU-10005,109,0,0.0
2025-10-06,SKU-10054,126,0,0.0
2025-10-06,SKU-10022,100,0,0.0
2025-10-06,SKU-10030,209,0,0.0
2025-10-06,SKU-10048,216,0,0.0
2025-10-06,SKU-10055,228,0,0.0
2025-10-13,SKU-10022,164,0,0.0
2025-10-13,SKU-10034,309,0,0.0
2025-10-13,SKU-10001,164,0,0.0
2025-10-13,SKU-10026,188,0,0.0
2025-10-13,SKU-10049,3,0,0.0
2025-10-13,SKU-10054,175,0,0.0
2025-10-13,SKU-10027,238,0,0.0
2025-10-13,SKU-10017,80,0,0.0
2025-10-13,SKU-10057,266,0,0.0
2025-10-13,SKU-10019,130,0,0.0
2025-10-13,SKU-10016,148,0,0.0
2025-10-13,SKU-10047,92,0,0.0
2025-10-13,SKU-10045,85,0,0.0
2025-10-13,SKU-10008,63,0,0.0
2025-10-13,SKU-10059,203,0,0.0
2025-10-13,SKU-10051,4,0,0.0
2025-10-13,SKU-10038,92,0,0.0
2025-10-13,SKU-10021,174,0,0.0
2025-10-13,SKU-10020,179,0,0.0
2025-10-13,SKU-10025,126,0,0.0
2025-10-13,SKU-10032,220,0,0.0
2025-10-13,SKU-10048,233,0,0.0
2025-10-13,SKU-10024,202,0,0.0
2025-10-13,SKU-10010,207,0,0.0
2025-10-13,SKU-10007,179,0,0.0
2025-10-13,SKU-10018,172,0,0.0
2025-10-13,SKU-10043,218,0,0.0
2025-10-13,SKU-10030,107,0,0.0
2025-10-13,SKU-10053,240,0,0.0
2025-10-13,SKU-10044,300,0,0.0
2025-10-13,SKU-10060,67,0,0.0
2025-10-13,SKU-10036,58,0,0.0
2025-10-13,SKU-10002,330,0,0.0
2025-10-13,SKU-10015,101,0,0.0
2025-10-13,SKU-10058,221,0,0.0
2025-10-13,SKU-10039,179,0,0.0
2025-10-13,SKU-10003,255,0,0.0
2025-10-13,SKU-10004,333,0,0.0
2025-10-13,SKU-10029,118,0,0.0
2025-10-13,SKU-10012,183,0,0.0
2025-10-13,SKU-10040,16,0,0.0
2025-10-13,SKU-10014,285,0,0.0
2025-10-13,SKU-10028,236,0,0.0
2025-10-13,SKU-10013,284,0,0.0
2025-10-13,SKU-10050,240,0,0.0
2025-10-20,SKU-10050,180,0,0.0
2025-10-20,SKU-10029,202,0,0.0
2025-10-20,SKU-10004,189,0,0.0
2025-10-20,SKU-10049,251,0,0.0
2025-10-20,SKU-10027,182,0,0.0
2025-10-20,SKU-10047,143,0,0.0
2025-10-20,SKU-10011,141,0,0.0
2025-10-20,SKU-10015,163,0,0.0
2025-10-20,SKU-10023,50,0,0.0
2025-10-20,SKU-10056,111,0,0.0
2025-10-20,SKU-10048,78,0,0.0
2025-10-20,SKU-10034,223,0,0.0
2025-10-20,SKU-10014,97,0,0.0
2025-10-20,SKU-10018,365,0,0.0
2025-10-20,SKU-10030,208,0,0.0
2025-10-20,SKU-10021,293,0,0.0
2025-10-20,SKU-10058,94,0,0.0
2025-10-20,SKU-10039,212,0,0.0
2025-10-20,SKU-10037,113,0,0.0
2025-10-20,SKU-10007,252,0,0.0
2025-10-20,SKU-10012,159,0,0.0
2025-10-20,SKU-10017,27,0,0.0
2025-10-20,SKU-10019,210,0,0.0
2025-10-20,SKU-10026,104,0,0.0
2025-10-20,SKU-10002,272,0,0.0
2025-10-20,SKU-10013,88,0,0.0
2025-10-20,SKU-10044,238,0,0.0
2025-10-20,SKU-10009,0,1,4073.48
2025-10-20,SKU-10046,188,0,0.0
2025-10-20,SKU-10041,28,0,0.0
2025-10-20,SKU-10003,80,0,0.0
2025-10-20,SKU-10060,237,0,0.0
2025-10-20,SKU-10052,240,0,0.0
2025-10-20,SKU-10036,202,0,0.0
2025-10-20,SKU-10006,158,0,0.0
2025-10-20,SKU-10024,93,0,0.0
2025-10-20,SKU-10022,148,0,0.0
2025-10-20,SKU-10005,178,0,0.0
2025-10-20,SKU-10043,1,0,0.0
2025-10-20,SKU-10042,179,0,0.0
2025-10-20,SKU-10025,119,0,0.0
2025-10-20,SKU-10031,94,0,0.0
2025-10-20,SKU-10059,139,0,0.0
2025-10-20,SKU-10051,164,0,0.0
2025-10-20,SKU-10054,347,0,0.0
2025-10-27,SKU-10010,136,0,0.0
2025-10-27,SKU-10029,232,0,0.0
2025-10-27,SKU-10015,159,0,0.0
2025-10-27,SKU-10060,169,0,0.0
2025-10-27,SKU-10046,204,0,0.0
2025-10-27,SKU-10042,90,0,0.0
2025-10-27,SKU-10024,137,0,0.0
2025-10-27,SKU-10001,273,0,0.0
2025-10-27,SKU-10056,0,1,1739.12
2025-10-27,SKU-10041,78,0,0.0
2025-10-27,SKU-10043,173,0,0.0
2025-10-27,SKU-10045,237,0,0.0
2025-10-27,SKU-10017,228,0,0.0
2025-10-27,SKU-10025,39,0,0.0
2025-10-27,SKU-10030,159,0,0.0
2025-10-27,SKU-10058,268,0,0.0
2025-10-27,SKU-10020,189,0,0.0
2025-10-27,SKU-10048,84,0,0.0
2025-10-27,SKU-10051,177,0,0.0
2025-10-27,SKU-10050,109,0,0.0
2025-10-27,SKU-10039,84,0,0.0
2025-10-27,SKU-10027,127,0,0.0
2025-10-27,SKU-10021,124,0,0.0
2025-10-27,SKU-10005,155,0,0.0
2025-10-27,SKU-10047,223,0,0.0
2025-10-27,SKU-10055,76,0,0.0
2025-10-27,SKU-10028,28,0,0.0
2025-10-27,SKU-10038,259,0,0.0
2025-10-27,SKU-10009,308,0,0.0
2025-10-27,SKU-10011,221,0,0.0
2025-10-27,SKU-10002,197,0,0.0
2025-10-27,SKU-10053,167,0,0.0
2025-10-27,SKU-10007,1,0,0.0
2025-10-27,SKU-10013,204,0,0.0
2025-10-27,SKU-10052,49,0,0.0
2025-10-27,SKU-10033,51,0,0.0
2025-10-27,SKU-10040,0,1,2840.65
2025-10-27,SKU-10012,131,0,0.0
2025-10-27,SKU-10059,86,0,0.0
2025-10-27,SKU-10018,28,0,0.0
2025-10-27,SKU-10014,40,0,0.0
2025-10-27,SKU-10037,255,0,0.0
2025-10-27,SKU-10031,196,0,0.0
2025-10-27,SKU-10057,170,0,0.0
2025-10-27,SKU-10032,30,0,0.0
2025-11-03,SKU-10011,180,0,0.0
2025-11-03,SKU-10003,61,0,0.0
2025-11-03,SKU-10009,36,0,0.0
2025-11-03,SKU-10060,227,0,0.0
2025-11-03,SKU-10056,83,0,0.0
2025-11-03,SKU-10030,173,0,0.0
2025-11-03,SKU-10029,138,0,0.0
2025-11-03,SKU-10048,28,0,0.0
2025-11-03,SKU-10032,268,0,0.0
2025-11-03,SKU-10035,198,0,0.0
2025-11-03,SKU-10025,189,0,0.0
2025-11-03,SKU-10055,95,0,0.0
2025-11-03,SKU-10054,277,0,0.0
2025-11-03,SKU-10041,224,0,0.0
2025-11-03,SKU-10028,221,0,0.0
2025-11-03,SKU-10007,270,0,0.0
2025-11-03,SKU-10049,60,0,0.0
2025-11-03,SKU-10057,132,0,0.0
2025-11-03,SKU-10002,265,0,0.0
2025-11-03,SKU-10001,166,0,0.0
2025-11-03,SKU-10059,157,0,0.0
2025-11-03,SKU-10045,106,0,0.0
2025-11-03,SKU-10031,286,0,0.0
2025-11-03,SKU-10013,121,0,0.0
2025-11-03,SKU-10012,113,0,0.0
2025-11-03,SKU-10016,156,0,0.0
2025-11-03,SKU-10058,77,0,0.0
2025-11-03,SKU-10038,202,0,0.0
2025-11-03,SKU-10050,95,0,0.0
2025-11-03,SKU-10027,267,0,0.0
2025-11-03,SKU-10019,216,0,0.0
2025-11-03,SKU-10024,173,0,0.0
2025-11-03,SKU-10037,68,0,0.0
2025-11-03,SKU-10006,242,0,0.0
2025-11-03,SKU-10036,122,0,0.0
2025-11-03,SKU-10026,211,0,0.0
2025-11-03,SKU-10051,119,0,0.0
2025-11-03,SKU-10053,232,0,0.0
2025-11-03,SKU-10017,62,0,0.0
2025-11-03,SKU-10042,202,0,0.0
2025-11-03,SKU-10034,250,0,0.0
2025-11-03,SKU-10047,262,0,0.0
2025-11-03,SKU-10022,209,0,0.0
2025-11-03,SKU-10020,220,0,0.0
2025-11-03,SKU-10040,121,0,0.0
2025-11-10,SKU-10059,217,0,0.0
2025-11-10,SKU-10054,142,0,0.0
2025-11-10,SKU-10048,315,0,0.0
2025-11-10,SKU-10008,207,0,0.0
2025-11-10,SKU-10031,110,0,0.0
2025-11-10,SKU-10037,302,0,0.0
2025-11-10,SKU-10060,197,0,0.0
2025-11-10,SKU-10005,155,0,0.0
2025-11-10,SKU-10051,286,0,0.0
2025-11-10,SKU-10019,169,0,0.0
2025-11-10,SKU-10039,138,0,0.0
2025-11-10,SKU-10004,244,0,0.0
2025-11-10,SKU-10044,156,0,0.0
2025-11-10,SKU-10032,154,0,0.0
2025-11-10,SKU-10040,52,0,0.0
2025-11-10,SKU-10055,86,0,0.0
2025-11-10,SKU-10025,155,0,0.0
2025-11-10,SKU-10012,254,0,0.0
2025-11-10,SKU-10046,219,0,0.0
2025-11-10,SKU-10010,204,0,0.0
2025-11-10,SKU-10024,117,0,0.0
2025-11-10,SKU-10020,273,0,0.0
2025-11-10,SKU-10056,139,0,0.0
2025-11-10,SKU-10028,108,0,0.0
2025-11-10,SKU-10047,125,0,0.0
2025-11-10,SKU-10043,175,0,0.0
2025-11-10,SKU-10003,120,0,0.0
2025-11-10,SKU-10013,181,0,0.0
2025-11-10,SKU-10022,201,0,0.0
2025-11-10,SKU-10038,53,0,0.0
2025-11-10,SKU-10036,74,0,0.0
2025-11-10,SKU-10009,160,0,0.0
2025-11-10,SKU-10041,129,0,0.0
2025-11-10,SKU-10034,156,0,0.0
2025-11-10,SKU-10057,157,0,0.0
2025-11-10,SKU-10026,42,0,0.0
2025-11-10,SKU-10052,72,0,0.0
2025-11-10,SKU-10018,0,1,1968.87
2025-11-10,SKU-10001,111,0,0.0
2025-11-10,SKU-10045,85,0,0.0
2025-11-10,SKU-10035,125,0,0.0
2025-11-10,SKU-10029,98,0,0.0
2025-11-10,SKU-10021,281,0,0.0
2025-11-10,SKU-10053,269,0,0.0
2025-11-10,SKU-10049,244,0,0.0
2025-11-17,SKU-10019,120,0,0.0
2025-11-17,SKU-10035,222,0,0.0
2025-11-17,SKU-10026,35,0,0.0
2025-11-17,SKU-10010,288,0,0.0
2025-11-17,SKU-10020,122,0,0.0
2025-11-17,SKU-10022,137,0,0.0
2025-11-17,SKU-10039,289,0,0.0
2025-11-17,SKU-10005,130,0,0.0
2025-11-17,SKU-10009,163,0,0.0
2025-11-17,SKU-10008,170,0,0.0
2025-11-17,SKU-10045,243,0,0.0
2025-11-17,SKU-10007,228,0,0.0
2025-11-17,SKU-10047,46,0,0.0
2025-11-17,SKU-10041,99,0,0.0
2025-11-17,SKU-10031,106,0,0.0
2025-11-17,SKU-10042,143,0,0.0
2025-11-17,SKU-10002,169,0,0.0
2025-11-17,SKU-10060,111,0,0.0
2025-11-17,SKU-10046,235,0,0.0
2025-11-17,SKU-10021,261,0,0.0
2025-11-17,SKU-10055,292,0,0.0
2025-11-17,SKU-10004,218,0,0.0
2025-11-17,SKU-10011,114,0,0.0
2025-11-17,SKU-10015,120,0,0.0
2025-11-17,SKU-10018,205,0,0.0
2025-11-17,SKU-10028,119,0,0.0
2025-11-17,SKU-10040,203,0,0.0
2025-11-17,SKU-10059,227,0,0.0
2025-11-17,SKU-10052,78,0,0.0
2025-11-17,SKU-10036,201,0,0.0
2025-11-17,SKU-10016,122,0,0.0
2025-11-17,SKU-10053,205,0,0.0
2025-11-17,SKU-10057,201,0,0.0
2025-11-17,SKU-10037,221,0,0.0
2025-11-17,SKU-10051,103,0,0.0
2025-11-17,SKU-10048,126,0,0.0
2025-11-17,SKU-10054,102,0,0.0
2025-11-17,SKU-10050,276,0,0.0
2025-11-17,SKU-10003,141,0,0.0
2025-11-17,SKU-10017,211,0,0.0
2025-11-17,SKU-10025,132,0,0.0
2025-11-17,SKU-10013,214,0,0.0
2025-11-17,SKU-10029,324,0,0.0
2025-11-17,SKU-10014,79,0,0.0
2025-11-17,SKU-10034,89,0,0.0
2025-11-24,SKU-10026,167,0,0.0
2025-11-24,SKU-10052,207,0,0.0
2025-11-24,SKU-10027,392,0,0.0
