customer_id,signup_date,source_channel,email_opt_in,loyalty_member
82,2025-09-21,Paid Social,False,False
83,2025-06-11,Organic Search,True,False
84,2025-10-03,Direct,True,False
85,2025-03-20,Paid Social,True,True
86,2025-10-25,Organic Search,True,True
87,2025-06-29,Organic Search,True,False
88,2026-01-21,Email,True,False
89,2025-02-05,Paid Social,True,False
90,2025-09-27,Email,True,True
91,2025-01-03,Organic Search,False,False
92,2025-01-29,Organic Search,True,False
93,2025-02-15,Direct,False,False
94,2025-05-01,Organic Search,True,True
95,2025-09-24,Direct,False,False
96,2025-03-06,Direct,False,True
97,2026-01-19,Paid Social,True,True
98,2025-02-10,Email,False,True
99,2025-11-30,Paid Search,False,True
100,2025-09-29,Email,True,False
101,2025-09-19,Paid Social,True,False
102,2025-12-16,Email,False,True
103,2025-06-20,Organic Search,True,False
104,2025-11-03,Email,False,True
105,2026-01-12,Direct,True,False
106,2025-03-28,Paid Search,True,False
107,2025-05-07,Paid Social,True,False
108,2025-12-09,Direct,True,False
109,2025-06-06,Paid Search,True,False
110,2025-07-26,Organic Search,False,True
111,2025-06-01,Paid Search,False,False
112,2025-02-01,Paid Search,False,False
113,2025-09-07,Email,False,False
114,2025-05-25,Paid Social,False,False
115,2025-12-23,Organic Search,True,False
116,2025-11-23,Paid Social,True,False
117,2025-04-16,Organic Search,True,False
118,2025-12-26,Paid Social,True,False
119,2025-01-13,Organic Search,True,False
120,2025-09-18,Organic Search,True,False
121,2025-04-23,Paid Search,False,False
122,2025-05-31,Paid Search,True,False
123,2025-09-27,Paid Social,False,False
124,2025-09-15,Direct,True,True
125,2025-06-21,Direct,True,False
126,2025-07-04,Paid Social,True,True
127,2025-12-17,Paid Search,False,False
128,2025-11-07,Paid Social,True,False
129,2025-05-24,Organic Search,False,False
130,2025-05-27,Organic Search,True,True
131,2025-10-27,Paid Social,False,False
132,2025-05-03,Direct,True,False
133,2025-11-29,Email,True,False
134,2025-12-05,Paid Search,True,False
135,2025-05-13,Paid Social,True,False
136,2025-05-29,Paid Social,True,False
137,2025-06-22,Direct,True,False
138,2025-05-03,Direct,False,False
139,2025-01-26,Paid Search,True,False
140,2025-04-09,Paid Social,True,True
141,2025-12-20,Direct,False,False
142,2026-02-03,Paid Social,True,False
143,2025-06-29,Paid Social,False,False
144,2025-06-17,Direct,False,False
145,2025-09-20,Email,True,True
146,2025-03-04,Email,True,True
147,2025-06-16,Paid Search,True,False
148,2025-09-09,Paid Social,False,False
149,2026-01-08,Paid Social,True,True
150,2025-10-17,Paid Search,False,False
151,2025-11-19,Direct,False,True
152,2025-08-17,Paid Social,True,False
153,2025-12-21,Organic Search,False,True
154,2025-12-13,Paid Social,True,True
155,2025-12-23,Paid Search,False,False
156,2025-11-21,Paid Social,True,False
157,2025-08-10,Email,True,True
158,2025-11-04,Organic Search,True,True
159,2025-08-10,Paid Search,False,False
160,2025-04-20,Paid Search,False,False
161,2025-01-12,Organic Search,True,True
162,2025-04-29,Paid Search,True,False
163,2025-04-12,Organic Search,True,False
164,2025-06-30,Email,True,False
165,2025-05-19,Email,False,True
166,2025-06-12,Paid Search,False,True
167,2025-11-07,Paid Social,False,False
168,2025-07-11,Email,True,False
169,2025-09-08,Email,False,False
170,2025-06-02,Direct,False,False
171,2025-05-09,Paid Search,True,True
172,2025-10-12,Organic Search,False,False
173,2025-08-15,Paid Social,True,True
174,2025-11-05,Email,False,False
175,2026-01-02,Direct,True,True
176,2025-05-15,Paid Search,False,True
177,2025-09-28,Paid Social,True,False
178,2026-01-28,Direct,False,False
179,2025-10-13,Direct,True,False
180,2025-09-18,Direct,True,False
181,2025-03-22,Paid Social,False,False
182,2025-04-20,Organic Search,True,False
183,2025-04-11,Paid Social,False,False
184,2025-04-17,Paid Search,True,False
185,2025-05-16,Paid Search,True,True
186,2025-08-10,Direct,False,True
187,2025-05-26,Paid Social,False,False
188,2025-01-06,Paid Search,True,True
189,2025-07-01,Paid Social,False,True
190,2025-07-14,Organic Search,False,False
191,2025-11-03,Direct,True,True
192,2025-04-27,Direct,True,True
193,2025-09-21,Email,False,True
194,2025-07-13,Paid Social,True,True
195,2025-01-18,Direct,False,False
196,2025-02-27,Direct,False,False
197,2025-10-23,Organic Search,True,False
198,2025-08-26,Organic Search,True,False
199,2025-04-11,Paid Social,True,False
200,2025-12-28,Paid Social,True,False
201,2025-10-06,Organic Search,True,False
202,2025-07-02,Email,False,True
203,2026-01-27,Organic Search,True,True
204,2025-09-28,Organic Search,False,False
205,2025-12-29,Email,False,False
206,2025-01-14,Organic Search,True,False
207,2025-04-23,Organic Search,False,True
208,2025-07-27,Paid Search,True,False
209,2025-05-31,Paid Search,True,False
210,2025-04-17,Paid Search,True,False
211,2025-03-27,Organic Search,True,False
212,2025-11-03,Paid Search,True,True
213,2025-07-02,Email,False,False
214,2026-02-03,Paid Search,True,False
215,2025-04-27,Direct,False,False
216,2025-12-19,Paid Search,False,False
217,2025-04-27,Paid Search,False,False
218,2025-08-07,Organic Search,True,False
219,2025-10-20,Paid Search,True,False
220,2025-01-18,Paid Search,False,False
221,2026-01-19,Paid Social,True,False
222,2025-06-03,Paid Social,True,False
223,2025-01-28,Organic Search,False,False
224,2025-02-19,Direct,True,False
225,2025-02-24,Email,True,False
226,2025-02-04,Paid Social,False,True
227,2025-12-24,Organic Search,True,False
228,2025-07-10,Direct,True,False
229,2025-02-22,Paid Social,True,True
230,2026-01-17,Direct,False,True
231,2025-12-31,Paid Search,True,False
232,2025-04-11,Organic Search,True,False
233,2025-04-28,Direct,False,False
234,2025-07-20,Organic Search,True,False
235,2025-04-09,Paid Social,True,True
236,2025-04-07,Paid Social,True,True
237,2025-08-28,Paid Social,True,True
238,2025-03-08,Paid Social,True,False
239,2025-12-14,Organic Search,True,True
240,2025-03-21,Direct,True,False
241,2025-02-07,Paid Social,False,False
242,2026-01-04,Paid Social,True,False
243,2025-05-24,Organic Search,False,False
244,2025-10-14,Paid Social,True,True
245,2025-09-04,Organic Search,False,False
246,2025-05-11,Paid Social,True,False
247,2025-05-11,Email,True,False
248,2025-08-07,Organic Search,False,True
249,2025-07-14,Direct,True,False
250,2025-11-26,Paid Search,True,False
251,2025-06-05,Email,False,False
252,2025-09-22,Organic Search,True,False
253,2025-12-25,Email,False,False
254,2025-05-17,Email,False,False
255,2026-01-26,Paid Search,False,False
256,2025-11-16,Organic Search,True,True
257,2025-08-05,Direct,False,False
258,2026-01-19,Direct,True,False
259,2026-01-05,Paid Social,True,False
260,2025-05-12,Email,True,True
261,2025-10-07,Paid Social,False,False
262,2025-11-14,Email,True,True
263,2026-01-16,Email,False,True
264,2025-01-03,Paid Search,False,True
265,2025-06-07,Direct,False,False
266,2025-04-22,Paid Social,False,False
267,2025-08-01,Organic Search,False,False
268,2025-01-06,Direct,True,True
269,2025-02-03,Paid Search,True,False
270,2025-06-10,Paid Social,True,False
271,2025-12-05,Paid Search,True,False
272,2025-02-05,Email,True,False
273,2025-09-11,Email,True,True
274,2025-11-28,Direct,False,True
275,2025-01-06,Paid Social,True,False
276,2025-01-27,Paid Search,True,False
277,2025-11-01,Paid Social,False,False
278,2025-01-21,Paid Social,False,False
279,2025-06-26,Direct,True,False
280,2025-06-28,Email,False,False
281,2025-07-03,Email,False,True
282,2025-05-24,Email,True,True
283,2025-01-16,Organic Search,True,True
284,2025-10-11,Organic Search,True,False
285,2025-11-19,Direct,False,False
286,2025-05-30,Paid Social,True,True
287,2025-06-12,Paid Search,True,False
288,2025-10-19,Direct,True,False
289,2025-03-14,Direct,True,False
290,2025-09-16,Paid Social,False,False
291,2025-01-23,Direct,False,False
292,2025-12-01,Direct,True,True
293,2025-11-15,Paid Social,False,False
294,2026-01-21,Paid Search,False,True
295,2025-11-28,Email,True,True
296,2025-10-13,Direct,True,False
297,2025-05-15,Organic Search,False,False
298,2025-08-16,Paid Social,True,False
299,2025-02-11,Direct,True,False
300,2025-08-17,Direct,True,False
301,2025-02-14,Paid Search,True,False
302,2025-02-11,Email,True,True
303,2025-11-30,Email,True,False
304,2025-12-30,Paid Search,True,False
305,2025-07-04,Paid Social,False,False
306,2025-01-16,Paid Search,False,False
307,2026-01-23,Organic Search,False,True
308,2025-11-22,Paid Social,True,False
309,2025-12-30,Direct,True,False
310,2025-05-16,Email,False,False
311,2025-03-29,Paid Social,True,False
312,2025-08-03,Organic Search,True,False
313,2025-01-04,Direct,True,False
314,2025-08-20,Paid Search,False,True
315,2025-08-09,Paid Search,True,False
316,2025-11-08,Email,False,False
317,2025-06-23,Direct,True,False
318,2025-08-05,Paid Social,False,True
319,2025-03-11,Paid Search,True,True
320,2025-08-26,Paid Social,True,True
321,2025-08-22,Direct,True,False
322,2025-03-03,Paid Search,True,False
323,2025-08-26,Paid Social,False,False
324,2025-02-16,Organic Search,True,False
325,2025-08-23,Paid Search,True,False
326,2025-02-04,Paid Social,True,False
327,2025-12-13,Direct,True,True
328,2025-11-01,Paid Search,False,False
329,2025-10-13,Paid Search,True,True
330,2025-02-10,Paid Search,True,False
331,2025-10-01,Organic Search,True,True
332,2025-02-14,Paid Search,True,False
333,2026-02-02,Organic Search,False,False
334,2025-04-26,Paid Social,False,True
335,2025-02-05,Paid Search,True,True
336,2025-12-22,Direct,False,False
337,2025-07-22,Direct,False,True
338,2025-08-02,Paid Social,False,False
339,2025-10-14,Email,True,False
340,2025-09-04,Email,True,False
341,2025-11-20,Organic Search,True,False
342,2025-07-06,Direct,True,True
343,2025-12-07,Paid Search,False,False
344,2025-08-29,Organic Search,False,True
345,2025-06-06,Direct,True,True
346,2025-04-29,Organic Search,True,True
347,2025-05-10,Organic Search,False,True
348,2025-02-21,Email,False,False
349,2025-09-24,Paid Social,True,False
350,2026-01-11,Paid Social,True,False
351,2025-02-09,Email,False,False
352,2025-11-17,Email,True,False
353,2025-09-08,Direct,False,True
354,2025-08-07,Paid Search,False,True
355,2025-01-28,Paid Social,True,False
356,2025-10-24,Organic Search,True,False
357,2025-09-22,Paid Search,True,True
358,2025-06-27,Paid Social,True,False
359,2025-06-16,Organic Search,False,False
360,2025-12-04,Paid Search,True,False
361,2025-08-08,Email,False,False
362,2025-07-10,Organic Search,True,True
363,2025-02-25,Paid Social,False,True
364,2025-07-12,Organic Search,False,False
365,2025-03-28,Email,True,False
366,2025-10-07,Organic Search,False,False
367,2025-01-19,Paid Search,True,False
368,2025-04-19,Direct,True,True
369,2025-10-11,Paid Social,True,True
370,2025-12-29,Paid Search,True,False
371,2025-11-15,Direct,True,False
372,2025-08-29,Paid Social,True,False
373,2025-06-23,Email,True,True
374,2025-12-22,Paid Social,False,False
375,2025-05-18,Email,True,False
376,2025-06-22,Paid Search,False,False
377,2025-08-29,Paid Social,False,False
378,2025-02-12,Organic Search,True,True
379,2025-08-15,Paid Search,True,False
380,2026-01-26,Paid Social,True,True
381,2025-01-21,Organic Search,True,False
382,2026-01-25,Paid Search,True,True
383,2025-07-16,Paid Search,False,False
384,2026-01-22,Direct,True,False
385,2025-06-01,Organic Search,False,False
386,2025-12-12,Email,True,False
387,2025-05-22,Paid Search,False,True
388,2025-01-11,Direct,False,False
389,2025-02-20,Paid Search,True,False
390,2025-07-21,Paid Search,True,False
391,2025-07-22,Direct,True,True
392,2025-12-13,Email,True,True
393,2025-12-14,Direct,False,False
394,2025-06-15,Email,True,False
395,2025-08-09,Email,False,False
396,2025-03-28,Direct,True,False
397,2025-02-15,Organic Search,True,True
398,2025-02-01,Organic Search,True,True
399,2025-01-21,Paid Search,True,False
400,2025-10-11,Organic Search,True,False
401,2025-08-10,Paid Search,False,False
402,2025-09-12,Organic Search,False,False
403,2025-01-22,Email,True,False
404,2025-12-11,Email,True,False
405,2025-07-26,Direct,True,False
406,2025-02-21,Paid Social,True,False
407,2025-06-27,Direct,False,False
408,2026-01-29,Paid Search,False,False
409,2025-06-25,Paid Search,True,False
410,2026-01-05,Paid Social,False,False
411,2025-08-04,Organic Search,False,False
412,2025-10-03,Direct,False,False
413,2025-11-09,Email,True,False
414,2025-03-22,Paid Social,False,False
415,2025-06-20,Paid Search,False,False
416,2025-08-12,Organic Search,True,False
417,2025-12-30,Email,True,False
418,2025-07-25,Organic Search,False,False
419,2025-10-27,Paid Search,True,False
420,2025-01-27,Organic Search,False,False
421,2025-02-16,Direct,True,True
422,2025-03-10,Paid Social,False,False
423,2026-01-31,Organic Search,True,False
424,2025-08-07,Paid Social,True,False
425,2025-12-18,Paid Social,True,False
426,2025-04-11,Organic Search,False,False
427,2025-07-11,Organic Search,False,True
428,2025-02-08,Paid Search,True,True
429,2026-01-10,Organic Search,False,True
430,2025-02-13,Direct,True,False
431,2025-05-02,Paid Search,True,True
432,2025-03-24,Email,True,False
433,2026-02-03,Direct,True,False
434,2025-04-18,Organic Search,True,False
435,2025-07-18,Paid Search,True,True
436,2025-04-01,Paid Social,False,False
437,2025-10-23,Paid Social,False,True
438,2025-02-16,Paid Search,True,False
439,2025-07-04,Email,False,False
440,2025-10-11,Email,False,False
441,2025-05-30,Direct,True,False
442,2025-05-28,Paid Social,True,False
443,2025-02-07,Direct,True,False
444,2025-09-12,Paid Search,True,True
445,2025-04-18,Organic Search,True,True
446,2025-07-30,Email,False,False
447,2025-09-18,Organic Search,True,True
448,2025-11-10,Email,True,False
449,2025-05-11,Direct,True,False
450,2025-06-13,Paid Search,True,False
451,2025-10-25,Direct,True,False
452,2025-03-22,Direct,False,False
453,2025-04-22,Paid Search,False,True
454,2025-01-14,Email,False,False
455,2025-10-06,Email,False,False
456,2025-03-29,Organic Search,False,True
457,2025-07-18,Paid Social,True,False
458,2025-07-10,Paid Social,False,False
459,2025-03-02,Organic Search,True,False
460,2025-03-30,Paid Search,True,True
461,2025-04-21,Paid Social,False,False
462,2025-05-01,Email,False,False
463,2025-02-11,Email,True,True
464,2025-01-19,Paid Search,False,True
465,2025-01-09,Direct,True,False
466,2025-02-12,Organic Search,True,True
467,2026-01-04,Paid Social,True,True
468,2025-11-10,Paid Social,True,False
469,2025-01-23,Email,True,False
470,2025-01-04,Direct,True,False
471,2025-08-04,Paid Social,False,False
472,2025-10-14,Direct,True,False
473,2025-06-13,Paid Social,True,True
474,2025-05-13,Organic Search,True,True
475,2025-01-11,Direct,True,False
476,2025-09-03,Paid Social,True,False
477,2025-06-27,Email,True,False
478,2025-01-05,Paid Social,True,False
479,2025-06-21,Paid Social,False,False
480,2025-08-13,Direct,True,False
481,2025-02-14,Paid Search,False,False
482,2025-06-29,Email,True,False
483,2025-05-23,Direct,False,True
484,2025-11-04,Email,True,False
485,2025-08-14,Paid Social,True,False
486,2025-06-24,Paid Search,False,False
487,2025-04-23,Email,True,False
488,2025-07-12,Paid Search,True,False
489,2025-08-10,Email,False,False
490,2025-09-24,Paid Social,True,True
491,2026-01-28,Organic Search,True,False
492,2025-06-29,Email,False,False
493,2025-01-06,Direct,True,True
494,2025-12-01,Email,True,False
495,2025-10-22,Organic Search,False,False
496,2025-03-02,Organic Search,True,False
497,2025-05-02,Organic Search,False,False
498,2025-11-04,Direct,True,False
499,2025-10-16,Paid Social,True,False
500,2025-06-02,Paid Search,False,False
501,2025-09-02,Paid Social,False,True
502,2026-01-19,Direct,False,False
503,2025-02-26,Email,True,False
504,2025-01-15,Organic Search,True,False
505,2025-08-09,Paid Social,True,True
506,2025-09-24,Paid Search,False,True
507,2025-01-08,Email,True,False
508,2025-07-31,Paid Search,True,False
509,2025-09-09,Organic Search,False,False
510,2025-11-30,Paid Social,True,True
511,2025-10-24,Email,True,False
512,2025-05-30,Paid Social,False,False
513,2025-10-01,Organic Search,False,True
514,2025-09-14,Paid Social,True,False
515,2025-09-14,Paid Social,False,True
516,2025-04-27,Email,True,False
517,2025-11-13,Paid Social,True,True
518,2025-04-17,Paid Social,True,False
519,2025-09-12,Direct,False,True
520,2025-10-22,Direct,False,False
521,2025-05-08,Email,False,False
522,2025-07-04,Paid Social,True,True
523,2026-01-29,Organic Search,False,False
524,2025-07-24,Paid Social,False,False
525,2025-04-21,Organic Search,True,False
526,2025-05-28,Email,False,False
527,2025-05-18,Direct,False,False
528,2025-01-15,Paid Search,True,True
529,2026-01-16,Paid Social,True,False
530,2025-06-11,Email,False,False
531,2025-01-02,Direct,True,False
532,2025-06-30,Direct,True,False
533,2025-03-05,Email,False,False
534,2025-11-04,Direct,True,False
535,2025-12-03,Email,False,False
536,2025-03-15,Email,False,False
537,2025-03-03,Paid Social,False,False
538,2026-01-04,Email,True,False
539,2025-11-18,Direct,False,True
540,2025-03-30,Organic Search,True,False
541,2025-12-22,Direct,True,False
542,2025-11-01,Direct,True,False
543,2025-05-25,Paid Search,True,False
544,2026-01-06,Paid Search,False,False
545,2025-11-30,Direct,True,False
546,2026-01-30,Email,True,False
547,2025-09-18,Direct,True,False
548,2025-03-04,Paid Search,False,False
549,2025-08-20,Paid Search,False,True
550,2025-01-19,Email,False,False
551,2025-01-15,Paid Search,False,True
552,2025-06-10,Paid Search,False,True
553,2025-03-09,Organic Search,True,False
554,2025-07-09,Paid Search,False,False
555,2025-09-08,Direct,False,False
556,2025-11-21,Paid Search,True,True
557,2025-10-10,Email,False,False
558,2025-09-13,Direct,True,False
559,2026-01-14,Email,True,False
560,2025-01-15,Organic Search,True,False
561,2025-12-20,Paid Search,True,True
562,2025-12-28,Organic Search,True,True
563,2025-12-31,Direct,True,False
564,2025-10-12,Email,False,True
565,2025-04-27,Email,False,False
566,2025-07-06,Direct,True,True
567,2025-09-30,Direct,False,True
568,2025-06-28,Organic Search,True,False
569,2025-04-26,Paid Search,True,False
570,2025-02-05,Organic Search,True,True
571,2025-07-24,Paid Search,False,False
572,2025-01-17,Paid Search,True,False
573,2025-09-21,Organic Search,False,False
574,2025-11-15,Paid Social,True,True
575,2025-04-11,Paid Search,False,False
576,2025-04-18,Email,True,True
577,2025-12-23,Paid Search,False,False
578,2025-03-10,Paid Social,False,True
579,2025-07-08,Paid Search,True,False
580,2025-11-23,Email,False,False
581,2025-02-21,Direct,True,False
582,2025-05-01,Direct,True,False
583,2025-08-09,Organic Search,False,False
584,2025-02-10,Organic Search,True,False
585,2025-07-14,Paid Search,True,False
586,2025-08-04,Email,False,False
587,2025-04-22,Paid Search,False,False
588,2025-11-07,Organic Search,True,True
589,2025-12-30,Paid Social,True,False
590,2025-12-19,Paid Social,True,True
591,2025-04-08,Paid Social,True,True
592,2025-07-14,Paid Search,True,False
593,2025-03-21,Paid Search,True,True
594,2025-01-29,Paid Search,True,False
595,2025-07-04,Organic Search,False,True
596,2025-05-14,Email,False,True
597,2025-10-05,Organic Search,True,False
598,2025-05-02,Paid Social,True,False
599,2025-11-15,Direct,True,True
600,2025-11-13,Paid Search,True,False
601,2025-07-01,Organic Search,True,True
602,2025-10-17,Email,True,False
603,2025-12-29,Direct,False,False
604,2025-11-29,Email,True,True
605,2025-07-15,Organic Search,False,False
606,2025-11-27,Email,False,True
607,2025-06-08,Direct,True,False
608,2025-10-21,Paid Social,True,False
609,2025-03-03,Email,True,False
610,2025-02-27,Paid Search,False,True
611,2025-04-16,Organic Search,True,True
612,2025-05-30,Paid Social,True,False
613,2025-01-24,Organic Search,False,True
614,2025-09-13,Email,False,False
615,2026-01-27,Paid Search,True,False
616,2026-02-01,Paid Social,True,False
617,2025-08-26,Paid Social,True,True
618,2025-05-31,Paid Search,True,True
619,2025-06-11,Paid Search,True,True
620,2025-09-13,Paid Search,False,False
621,2025-03-19,Paid Social,True,False
622,2025-11-15,Paid Search,True,True
623,2025-07-10,Direct,True,False
624,2025-04-28,Paid Search,True,False
625,2025-09-05,Paid Search,True,True
626,2025-01-25,Organic Search,True,False
627,2025-02-20,Paid Search,True,False
628,2025-02-26,Paid Search,True,False
629,2025-02-07,Organic Search,True,False
630,2025-02-03,Direct,True,False
631,2025-03-27,Direct,False,True
632,2025-07-24,Direct,True,True
633,2025-11-02,Paid Search,False,True
634,2025-03-06,Email,True,False
635,2025-12-24,Paid Social,False,True
636,2025-07-22,Direct,False,False
637,2025-03-03,Direct,False,False
638,2025-10-05,Organic Search,True,True
639,2025-09-19,Organic Search,True,True
640,2025-07-19,Paid Search,True,False
641,2025-10-25,Paid Search,False,False
642,2025-02-14,Paid Social,False,True
643,2026-01-10,Paid Search,False,False
644,2025-02-20,Direct,True,False
645,2025-08-20,Paid Social,True,False
646,2025-08-24,Paid Search,False,False
647,2025-07-15,Direct,False,True
648,2025-06-09,Paid Social,True,False
649,2026-01-09,Organic Search,True,False
650,2025-01-06,Email,True,True
651,2025-07-09,Email,False,False
652,2025-02-06,Paid Search,True,False
653,2025-10-20,Direct,True,False
654,2025-05-06,Paid Social,False,False
655,2026-01-02,Email,False,False
656,2025-11-08,Paid Social,False,False
657,2025-12-08,Paid Search,True,False
658,2026-02-05,Paid Search,False,True
659,2025-01-30,Email,False,True
660,2025-03-04,Paid Search,True,False
661,2025-08-23,Email,False,False
662,2025-10-01,Organic Search,True,False
663,2025-06-15,Paid Social,False,False
664,2025-03-25,Paid Social,False,False
665,2025-11-20,Direct,True,False
666,2025-02-26,Email,False,False
667,2025-08-24,Organic Search,True,False
668,2025-09-18,Organic Search,True,False
669,2025-01-27,Organic Search,False,False
670,2025-05-16,Email,False,True
671,2025-05-06,Paid Social,True,False
672,2025-06-20,Paid Social,False,False
673,2025-01-20,Direct,False,False
674,2025-03-22,Paid Social,True,True
675,2025-10-08,Organic Search,True,True
676,2025-05-21,Direct,True,False
677,2025-11-27,Paid Search,True,False
678,2025-04-20,Email,True,False
679,2025-02-27,Organic Search,True,False
680,2025-09-02,Paid Social,True,True
681,2025-08-06,Direct,True,True
682,2025-12-11,Paid Search,True,False
683,2025-01-13,Organic Search,True,False
684,2025-01-04,Paid Social,True,False
685,2025-11-09,Direct,True,False
686,2025-01-23,Paid Search,True,True
687,2025-07-12,Direct,False,False
688,2025-07-04,Email,True,False
689,2025-05-23,Email,True,False
690,2025-07-02,Paid Social,True,False
691,2025-06-14,Email,True,False
692,2025-11-17,Paid Search,True,False
693,2025-01-08,Direct,True,True
694,2025-12-07,Email,True,True
695,2026-01-30,Direct,False,False
696,2025-09-20,Direct,True,False
697,2025-05-06,Organic Search,True,False
698,2025-07-03,Paid Search,True,True
699,2025-10-11,Organic Search,True,True
700,2025-04-14,Paid Search,True,False
701,2025-01-07,Paid Search,True,True
702,2025-09-27,Direct,False,False
703,2025-12-07,Email,True,True
704,2025-08-22,Direct,True,False
705,2025-08-14,Direct,True,False
706,2026-01-17,Organic Search,True,False
707,2025-11-18,Direct,True,False
708,2025-10-22,Organic Search,False,False
709,2025-10-21,Paid Search,True,False
710,2025-06-07,Organic Search,False,False
711,2025-12-12,Paid Social,True,False
712,2025-07-22,Paid Search,True,True
713,2026-01-14,Organic Search,False,False
714,2025-10-28,Organic Search,True,False
715,2026-01-25,Email,True,True
716,2025-12-07,Direct,True,True
717,2025-02-08,Organic Search,False,False
718,2025-06-20,Paid Social,False,True
719,2025-06-22,Organic Search,True,False
720,2025-12-27,Direct,True,False
721,2025-08-02,Paid Search,False,False
722,2025-10-10,Organic Search,True,False
723,2025-08-04,Email,True,False
724,2025-08-09,Direct,True,False
725,2025-02-03,Email,True,True
726,2025-11-24,Direct,True,False
727,2025-11-08,Direct,False,False
728,2025-04-02,Paid Search,True,False
729,2025-03-19,Paid Social,True,False
730,2025-04-18,Organic Search,True,False
731,2025-07-09,Paid Search,True,False
732,2025-04-08,Email,True,False
733,2025-08-26,Organic Search,True,False
734,2026-01-06,Direct,True,False
735,2025-01-06,Direct,True,False
736,2025-03-15,Paid Social,False,False
737,2025-08-17,Paid Social,True,False
738,2025-10-24,Paid Search,False,False
739,2025-07-05,Organic Search,False,True
740,2025-03-26,Paid Search,True,False
741,2025-06-04,Paid Social,True,False
742,2025-11-17,Email,False,False
743,2025-04-24,Paid Social,True,True
744,2025-01-27,Paid Social,True,False
745,2025-11-09,Organic Search,True,False
746,2025-09-15,Email,False,True
747,2025-07-01,Email,True,False
748,2025-05-11,Organic Search,True,True
749,2025-10-10,Email,False,False
750,2025-06-15,Email,True,False
751,2025-01-27,Email,True,False
752,2025-06-28,Direct,False,True
753,2025-03-05,Paid Search,True,True
754,2025-08-06,Direct,True,False
755,2025-04-24,Email,False,False
756,2025-02-16,Email,True,False
757,2025-05-13,Organic Search,False,False
758,2025-05-07,Paid Social,False,False
759,2026-01-26,Direct,True,False
760,2025-02-26,Paid Social,False,False
761,2025-02-04,Paid Social,True,False
762,2025-04-09,Paid Search,True,True
763,2025-08-21,Organic Search,True,True
764,2025-12-20,Email,True,False
765,2025-08-22,Organic Search,True,False
766,2026-01-18,Email,True,False
767,2025-07-10,Paid Search,False,False
768,2026-01-10,Email,False,False
769,2025-12-05,Paid Search,True,True
770,2025-08-30,Organic Search,True,True
771,2025-02-26,Direct,False,True
772,2025-03-16,Direct,True,False
