order_id,product_id,quantity,unit_price,line_revenue
200080,P0029,2,55.93,111.86
200081,P0015,1,51.78,51.78
200081,P0014,1,68.61,68.61
200081,P0018,2,44.79,89.58
200082,P0005,1,46.52,46.52
200082,P0034,1,43.54,43.54
200082,P0006,1,48.9,48.9
200083,P0027,2,33.79,67.58
200083,P0033,1,19.47,19.47
200084,P0040,2,76.44,152.88
200084,P0027,1,32.78,32.78
200085,P0005,2,41.96,83.92
200085,P0028,2,18.96,37.92
200085,P0027,2,34.83,69.66
200086,P0014,2,67.93,135.86
200086,P0037,2,29.63,59.26
200087,P0022,1,62.95,62.95
200087,P0023,1,66.81,66.81
200087,P0016,1,9.06,9.06
200088,P0025,2,37.81,75.62
200088,P0008,2,45.87,91.74
200089,P0002,2,45.39,90.78
200089,P0007,2,24.65,49.3
200089,P0033,1,18.21,18.21
200090,P0028,1,18.01,18.01
200090,P0023,2,65.27,130.54
200090,P0033,1,19.5,19.5
200091,P0037,1,32.34,32.34
200091,P0023,1,75.07,75.07
200091,P0012,2,46.55,93.1
200092,P0037,2,29.37,58.74
200093,P0036,1,26.75,26.75
200093,P0035,2,57.76,115.52
200094,P0022,2,63.21,126.42
200094,P0031,2,26.54,53.08
200095,P0033,1,19.53,19.53
200095,P0008,2,48.64,97.28
200096,P0034,2,39.43,78.86
200096,P0001,1,28.98,28.98
200097,P0036,2,27.16,54.32
200098,P0001,2,34.25,68.5
200098,P0019,1,48.55,48.55
200098,P0021,1,29.59,29.59
200099,P0013,2,54.79,109.58
200099,P0023,1,78.1,78.1
200099,P0005,2,40.02,80.04
200100,P0002,2,46.23,92.46
200101,P0031,1,22.57,22.57
200102,P0022,2,57.07,114.14
200103,P0016,2,10.34,20.68
200103,P0005,1,45.35,45.35
200104,P0038,2,52.57,105.14
200104,P0005,2,41.75,83.5
200105,P0039,1,73.66,73.66
200105,P0039,1,69.06,69.06
200106,P0003,1,48.42,48.42
200107,P0008,1,51.91,51.91
200107,P0032,2,58.16,116.32
200107,P0013,1,50.7,50.7
200108,P0007,1,26.77,26.77
200108,P0040,2,78.91,157.82
200109,P0025,2,33.53,67.06
200109,P0007,2,23.6,47.2
200109,P0020,2,47.12,94.24
200110,P0021,2,28.06,56.12
200110,P0022,1,59.24,59.24
200110,P0017,1,8.84,8.84
200111,P0027,2,31.18,62.36
200112,P0034,1,39.17,39.17
200112,P0011,2,71.57,143.14
200112,P0002,1,38.68,38.68
200113,P0014,1,76.68,76.68
200114,P0034,1,44.31,44.31
200115,P0016,1,10.52,10.52
200115,P0012,2,39.53,79.06
200116,P0022,1,57.05,57.05
200116,P0006,1,40.7,40.7
200116,P0022,2,60.1,120.2
200117,P0035,2,57.3,114.6
200117,P0002,2,38.32,76.64
200117,P0012,2,40.09,80.18
200118,P0029,2,56.62,113.24
200118,P0023,1,68.65,68.65
200118,P0035,2,49.4,98.8
200119,P0017,2,8.79,17.58
200119,P0002,2,43.87,87.74
200120,P0004,2,22.68,45.36
200120,P0024,1,46.35,46.35
200121,P0040,1,77.32,77.32
200122,P0010,2,68.58,137.16
200123,P0004,2,23.49,46.98
200124,P0018,2,42.58,85.16
200125,P0001,2,31.34,62.68
200125,P0032,1,54.49,54.49
200126,P0023,2,73.21,146.42
200126,P0022,1,65.37,65.37
200127,P0012,2,47.13,94.26
200127,P0007,2,25.85,51.7
200127,P0015,1,54.2,54.2
200128,P0005,2,46.12,92.24
200128,P0035,2,48.74,97.48
200128,P0022,1,58.01,58.01
200129,P0020,2,54.35,108.7
200129,P0024,2,48.89,97.78
200130,P0001,1,33.48,33.48
200130,P0015,1,61.84,61.84
200130,P0035,1,49.68,49.68
200131,P0040,1,77.18,77.18
200131,P0027,2,29.1,58.2
200131,P0008,2,45.68,91.36
200132,P0011,1,72.09,72.09
200132,P0038,1,54.48,54.48
200133,P0016,1,9.58,9.58
200134,P0023,1,71.44,71.44
200134,P0018,2,42.5,85.0
200135,P0036,1,25.1,25.1
200135,P0034,1,45.59,45.59
200135,P0013,1,57.68,57.68
200136,P0029,1,52.41,52.41
200137,P0021,1,30.35,30.35
200137,P0020,1,52.72,52.72
200138,P0032,2,55.62,111.24
200138,P0033,1,18.51,18.51
200139,P0006,2,42.41,84.82
200139,P0004,1,23.54,23.54
200139,P0024,1,45.82,45.82
200140,P0001,1,30.21,30.21
200140,P0024,1,43.63,43.63
200140,P0015,1,60.17,60.17
200141,P0022,2,55.31,110.62
200142,P0034,2,42.73,85.46
200143,P0021,1,27.37,27.37
200143,P0024,2,51.1,102.2
200143,P0026,1,13.66,13.66
200144,P0021,1,28.03,28.03
200145,P0017,2,8.66,17.32
200145,P0027,1,33.64,33.64
200146,P0010,1,71.41,71.41
200147,P0010,2,64.9,129.8
200147,P0025,2,40.26,80.52
200147,P0001,1,32.66,32.66
200148,P0002,2,43.17,86.34
200149,P0006,1,44.93,44.93
200149,P0024,2,48.4,96.8
200150,P0015,2,53.69,107.38
200150,P0037,2,29.8,59.6
200151,P0013,2,53.03,106.06
200151,P0005,2,46.11,92.22
200152,P0001,2,29.32,58.64
200152,P0031,1,22.77,22.77
200152,P0026,1,12.33,12.33
200153,P0031,1,23.59,23.59
200154,P0012,1,39.53,39.53
200154,P0012,1,46.82,46.82
200154,P0037,2,29.05,58.1
200155,P0012,1,46.68,46.68
200156,P0034,2,38.42,76.84
200156,P0020,1,52.62,52.62
200156,P0029,1,55.64,55.64
200157,P0039,2,79.22,158.44
200158,P0021,2,29.7,59.4
200158,P0013,2,54.63,109.26
200158,P0034,2,38.27,76.54
200159,P0032,1,54.88,54.88
200160,P0028,1,21.2,21.2
200160,P0021,2,26.49,52.98
200160,P0013,1,48.56,48.56
200161,P0009,2,64.99,129.98
200161,P0039,2,72.24,144.48
200162,P0017,1,10.25,10.25
200162,P0002,1,42.24,42.24
200162,P0023,2,72.45,144.9
200163,P0024,1,49.6,49.6
200164,P0010,2,63.07,126.14
200164,P0012,1,40.9,40.9
200164,P0032,1,63.57,63.57
200165,P0034,2,45.02,90.04
200166,P0030,1,75.07,75.07
200166,P0017,2,10.38,20.76
200166,P0016,1,10.46,10.46
200167,P0031,2,24.98,49.96
200167,P0015,2,61.12,122.24
200168,P0034,2,45.89,91.78
200168,P0001,2,33.02,66.04
200169,P0039,2,73.08,146.16
200169,P0039,2,72.11,144.22
200170,P0029,1,51.01,51.01
200170,P0040,2,71.5,143.0
200170,P0032,1,55.73,55.73
200171,P0011,1,79.71,79.71
200171,P0012,1,41.86,41.86
200172,P0030,1,73.53,73.53
200172,P0027,2,32.61,65.22
200172,P0002,1,41.13,41.13
200173,P0033,1,16.2,16.2
200173,P0021,2,26.19,52.38
200173,P0021,2,27.86,55.72
200174,P0040,1,67.62,67.62
200175,P0001,2,34.02,68.04
200175,P0029,1,56.72,56.72
200175,P0022,1,63.78,63.78
200176,P0013,1,55.86,55.86
200177,P0024,2,48.43,96.86
200178,P0032,2,61.16,122.32
200178,P0010,2,64.24,128.48
200178,P0013,1,56.35,56.35
200179,P0002,2,44.54,89.08
200179,P0026,2,11.52,23.04
200180,P0032,1,56.43,56.43
200180,P0005,1,46.14,46.14
200180,P0028,2,21.54,43.08
200181,P0030,2,74.27,148.54
200181,P0034,1,43.74,43.74
200182,P0018,2,50.53,101.06
200183,P0028,1,21.09,21.09
200183,P0035,1,53.97,53.97
200183,P0003,2,45.96,91.92
200184,P0008,2,47.42,94.84
200184,P0010,2,65.9,131.8
200185,P0009,1,58.95,58.95
200185,P0012,1,40.89,40.89
200185,P0027,2,34.74,69.48
200186,P0027,2,33.49,66.98
200186,P0031,1,25.44,25.44
200186,P0004,1,22.76,22.76
200187,P0008,2,54.48,108.96
200187,P0006,1,42.15,42.15
200187,P0022,2,67.59,135.18
200188,P0038,1,52.87,52.87
200189,P0014,2,77.34,154.68
200190,P0028,2,20.6,41.2
200190,P0009,2,66.3,132.6
200191,P0034,2,46.86,93.72
200191,P0009,1,59.16,59.16
200192,P0017,2,10.48,20.96
200193,P0021,2,26.07,52.14
200193,P0036,2,27.7,55.4
200194,P0037,2,32.58,65.16
200194,P0004,1,26.21,26.21
200195,P0032,1,55.8,55.8
200195,P0037,1,33.0,33.0
200195,P0013,2,50.46,100.92
200196,P0031,1,21.63,21.63
200196,P0023,1,66.77,66.77
200196,P0031,2,26.49,52.98
200197,P0027,1,29.31,29.31
200197,P0004,1,24.13,24.13
200197,P0001,1,33.79,33.79
200198,P0025,1,35.2,35.2
200198,P0038,2,59.21,118.42
200199,P0017,1,9.14,9.14
200199,P0004,1,24.82,24.82
200199,P0019,1,46.77,46.77
200200,P0012,1,42.58,42.58
200200,P0001,2,33.3,66.6
200201,P0001,1,33.17,33.17
200201,P0012,2,40.72,81.44
200201,P0010,1,61.98,61.98
200202,P0008,1,51.47,51.47
200203,P0012,1,41.76,41.76
200204,P0009,1,65.19,65.19
200204,P0010,2,61.0,122.0
200204,P0032,1,60.63,60.63
200205,P0039,1,70.22,70.22
200206,P0039,1,69.83,69.83
200206,P0004,2,25.3,50.6
200206,P0015,2,57.44,114.88
200207,P0005,2,48.54,97.08
200208,P0029,1,52.48,52.48
200208,P0040,2,79.04,158.08
200208,P0037,1,27.5,27.5
200209,P0022,2,55.99,111.98
200209,P0013,1,56.75,56.75
200209,P0033,2,17.82,35.64
200210,P0023,1,67.62,67.62
200210,P0033,1,18.41,18.41
200211,P0002,1,46.12,46.12
200212,P0001,1,29.14,29.14
200212,P0023,2,65.04,130.08
200212,P0009,1,65.67,65.67
200213,P0025,1,33.36,33.36
200213,P0015,1,54.93,54.93
200214,P0016,1,9.92,9.92
200215,P0034,2,38.79,77.58
200215,P0028,2,18.62,37.24
200216,P0004,1,24.58,24.58
200217,P0017,1,9.89,9.89
200217,P0009,1,60.48,60.48
200218,P0031,2,22.64,45.28
200219,P0026,2,12.41,24.82
200219,P0031,1,23.43,23.43
200220,P0016,1,9.08,9.08
200221,P0028,2,20.81,41.62
200221,P0015,1,51.01,51.01
200221,P0036,1,24.8,24.8
200222,P0031,1,22.04,22.04
200222,P0032,2,54.73,109.46
200222,P0018,2,45.48,90.96
200223,P0031,1,25.81,25.81
200223,P0038,2,56.87,113.74
200224,P0024,1,42.93,42.93
200225,P0009,1,60.63,60.63
200225,P0012,1,45.48,45.48
200225,P0025,1,38.01,38.01
200226,P0007,1,23.63,23.63
200226,P0026,2,11.59,23.18
200226,P0020,1,49.94,49.94
200227,P0006,2,41.2,82.4
200228,P0006,1,47.15,47.15
200229,P0029,2,57.45,114.9
200229,P0030,2,65.99,131.98
200229,P0018,2,41.81,83.62
200230,P0008,1,53.63,53.63
200230,P0002,1,45.75,45.75
200230,P0031,1,25.29,25.29
200231,P0036,1,24.95,24.95
200232,P0030,1,71.05,71.05
200232,P0040,2,68.09,136.18
200232,P0033,2,16.18,32.36
200233,P0037,1,31.98,31.98
200234,P0015,2,56.11,112.22
200235,P0019,2,55.85,111.7
200235,P0017,1,9.85,9.85
200235,P0001,2,33.4,66.8
200236,P0026,1,11.9,11.9
200236,P0024,1,49.99,49.99
200237,P0030,2,72.85,145.7
200238,P0036,2,27.25,54.5
200238,P0010,1,68.26,68.26
200239,P0040,2,71.69,143.38
200239,P0024,2,51.38,102.76
200239,P0009,2,62.32,124.64
200240,P0024,2,49.38,98.76
200241,P0006,1,48.78,48.78
200241,P0008,2,46.19,92.38
200241,P0013,1,56.43,56.43
200242,P0001,1,34.2,34.2
200243,P0004,1,23.92,23.92
200243,P0009,2,62.13,124.26
200244,P0030,1,69.91,69.91
200244,P0004,2,27.69,55.38
200245,P0003,1,55.36,55.36
200246,P0034,2,41.27,82.54
200246,P0013,2,55.6,111.2
200246,P0005,2,42.44,84.88
200247,P0008,1,47.73,47.73
200248,P0017,2,9.58,19.16
200248,P0020,2,50.16,100.32
200248,P0022,1,59.45,59.45
200249,P0001,2,32.45,64.9
200249,P0023,1,79.01,79.01
200250,P0040,2,75.09,150.18
200251,P0012,1,48.16,48.16
200252,P0017,2,9.71,19.42
200253,P0031,2,26.12,52.24
200254,P0029,2,55.32,110.64
200254,P0006,2,47.45,94.9
200255,P0021,1,27.07,27.07
200256,P0017,2,9.84,19.68
200256,P0013,2,48.35,96.7
200256,P0013,1,56.65,56.65
200257,P0008,1,53.57,53.57
200258,P0011,2,80.12,160.24
200259,P0036,2,23.87,47.74
200260,P0007,1,25.82,25.82
200260,P0013,2,53.36,106.72
200261,P0018,2,49.92,99.84
200261,P0019,1,53.77,53.77
200261,P0002,2,42.15,84.3
200262,P0040,2,80.11,160.22
200262,P0007,2,23.72,47.44
200262,P0023,2,67.49,134.98
200263,P0015,2,51.69,103.38
200263,P0011,2,69.67,139.34
200264,P0004,2,25.26,50.52
200264,P0016,2,10.21,20.42
200264,P0028,1,21.52,21.52
200265,P0003,1,50.88,50.88
200265,P0020,2,44.86,89.72
200266,P0035,1,57.68,57.68
200267,P0031,2,24.01,48.02
200268,P0030,2,66.3,132.6
200268,P0021,1,26.89,26.89
200268,P0030,2,71.55,143.1
200269,P0003,1,45.92,45.92
200270,P0008,1,50.12,50.12
200270,P0008,1,54.49,54.49
200271,P0031,1,24.17,24.17
200272,P0024,2,49.3,98.6
200272,P0007,2,23.62,47.24
200273,P0016,2,10.19,20.38
200273,P0014,1,66.57,66.57
200274,P0016,2,9.23,18.46
200275,P0028,1,19.17,19.17
200275,P0032,1,57.16,57.16
200276,P0017,1,10.47,10.47
200276,P0024,1,43.79,43.79
200276,P0002,2,46.63,93.26
200277,P0014,1,72.01,72.01
200278,P0023,2,69.35,138.7
200278,P0023,1,69.84,69.84
200278,P0001,1,30.99,30.99
200279,P0003,2,49.17,98.34
200279,P0029,2,51.33,102.66
200280,P0026,1,13.54,13.54
200280,P0010,1,68.4,68.4
200280,P0023,1,70.1,70.1
200281,P0020,2,44.7,89.4
200281,P0024,2,49.25,98.5
200281,P0003,1,50.61,50.61
200282,P0030,2,67.86,135.72
200282,P0012,2,39.82,79.64
200283,P0019,1,53.15,53.15
200283,P0019,2,49.26,98.52
200284,P0013,2,54.31,108.62
200284,P0005,2,45.07,90.14
200285,P0019,2,54.13,108.26
200285,P0015,1,55.14,55.14
200285,P0028,1,19.81,19.81
200286,P0007,2,24.36,48.72
200287,P0014,2,78.93,157.86
200287,P0008,2,49.48,98.96
200288,P0021,2,29.16,58.32
200289,P0006,2,47.63,95.26
200289,P0030,2,74.22,148.44
200289,P0040,1,78.67,78.67
200290,P0002,1,42.03,42.03
200291,P0009,1,59.8,59.8
200291,P0034,2,45.13,90.26
200291,P0014,2,71.62,143.24
200292,P0012,1,43.65,43.65
200293,P0013,2,51.36,102.72
200293,P0039,2,74.0,148.0
200294,P0018,2,45.72,91.44
200294,P0037,2,30.06,60.12
200295,P0033,2,18.79,37.58
200295,P0014,1,68.61,68.61
200295,P0029,1,49.32,49.32
200296,P0001,2,31.61,63.22
200297,P0021,1,29.89,29.89
200298,P0004,1,25.85,25.85
200298,P0037,1,32.01,32.01
200298,P0010,2,71.24,142.48
200299,P0037,2,29.53,59.06
200300,P0034,2,46.35,92.7
200301,P0022,1,65.92,65.92
200302,P0011,1,77.59,77.59
200302,P0027,2,33.88,67.76
200302,P0029,1,58.15,58.15
200303,P0019,2,49.41,98.82
200303,P0006,1,42.27,42.27
200303,P0037,1,29.85,29.85
200304,P0037,2,29.75,59.5
200304,P0011,2,75.17,150.34
200304,P0022,2,64.27,128.54
200305,P0036,2,23.5,47.0
200305,P0033,1,18.75,18.75
200306,P0038,2,58.65,117.3
200306,P0037,2,30.29,60.58
200306,P0010,1,67.16,67.16
200307,P0040,1,72.74,72.74
200308,P0011,2,71.35,142.7
200308,P0035,1,47.98,47.98
200309,P0023,2,73.23,146.46
200309,P0028,2,19.31,38.62
200310,P0021,2,28.24,56.48
200311,P0024,1,43.99,43.99
200311,P0025,1,37.85,37.85
200312,P0010,1,65.2,65.2
200313,P0024,1,51.98,51.98
200313,P0022,1,59.75,59.75
200314,P0036,2,25.98,51.96
200314,P0025,1,38.87,38.87
200314,P0028,1,18.33,18.33
200315,P0037,2,27.51,55.02
200315,P0020,1,52.3,52.3
200315,P0025,2,33.94,67.88
200316,P0023,2,72.08,144.16
200317,P0036,2,27.24,54.48
200317,P0033,2,16.39,32.78
200318,P0033,2,17.04,34.08
200319,P0038,2,59.33,118.66
200319,P0035,2,54.73,109.46
200319,P0027,2,31.02,62.04
200320,P0028,2,20.78,41.56
200320,P0008,2,49.04,98.08
200320,P0011,1,76.09,76.09
200321,P0008,2,54.12,108.24
200322,P0006,1,44.27,44.27
200323,P0002,2,43.77,87.54
200323,P0030,2,76.18,152.36
200324,P0001,2,34.06,68.12
200325,P0027,2,33.71,67.42
200325,P0004,1,27.78,27.78
200325,P0021,1,29.88,29.88
200326,P0033,2,19.36,38.72
200326,P0028,1,18.87,18.87
200326,P0033,2,15.94,31.88
200327,P0026,2,11.85,23.7
200328,P0006,2,46.29,92.58
200329,P0021,2,31.4,62.8
200330,P0033,2,18.72,37.44
200330,P0022,2,62.18,124.36
200330,P0001,1,33.66,33.66
200331,P0026,1,11.88,11.88
200331,P0013,2,53.46,106.92
200331,P0029,2,55.96,111.92
200332,P0033,1,16.78,16.78
200332,P0014,2,66.24,132.48
200332,P0022,1,57.18,57.18
200333,P0008,1,54.08,54.08
200333,P0009,1,54.88,54.88
200333,P0014,1,79.58,79.58
200334,P0005,1,48.42,48.42
200334,P0031,2,26.33,52.66
200334,P0004,1,25.07,25.07
200335,P0029,2,54.37,108.74
200336,P0005,2,44.14,88.28
200337,P0017,2,10.11,20.22
200337,P0002,2,40.51,81.02
200338,P0002,1,38.83,38.83
200338,P0002,1,40.84,40.84
200338,P0030,1,75.92,75.92
200339,P0040,1,76.96,76.96
200340,P0010,1,63.72,63.72
200340,P0001,2,30.16,60.32
200341,P0026,1,12.14,12.14
200342,P0004,2,23.93,47.86
200343,P0007,1,23.79,23.79
200343,P0038,1,49.49,49.49
200344,P0017,2,9.67,19.34
200345,P0003,1,53.95,53.95
200345,P0028,1,18.8,18.8
200346,P0028,1,17.81,17.81
200347,P0031,2,23.82,47.64
200347,P0034,1,43.63,43.63
200347,P0039,1,75.01,75.01
200348,P0038,1,53.73,53.73
200348,P0003,1,46.59,46.59
200349,P0016,1,9.6,9.6
200349,P0031,2,23.7,47.4
200350,P0003,2,49.79,99.58
200351,P0018,2,43.88,87.76
200352,P0021,1,27.86,27.86
200353,P0036,2,23.42,46.84
200353,P0006,1,47.37,47.37
200353,P0001,2,34.79,69.58
200354,P0031,2,22.08,44.16
200354,P0007,1,25.22,25.22
200355,P0005,1,41.9,41.9
200356,P0004,1,25.24,25.24
200357,P0011,1,70.87,70.87
200358,P0029,2,56.29,112.58
200359,P0004,1,23.33,23.33
200359,P0025,2,35.2,70.4
200360,P0018,1,42.22,42.22
200360,P0015,2,51.38,102.76
200360,P0036,1,24.28,24.28
200361,P0027,1,31.94,31.94
200361,P0016,1,9.51,9.51
200362,P0039,1,76.46,76.46
200362,P0025,2,34.95,69.9
200363,P0031,1,22.01,22.01
200363,P0020,2,44.23,88.46
200364,P0034,1,44.03,44.03
200365,P0007,1,25.14,25.14
200366,P0007,2,23.42,46.84
200366,P0011,1,82.08,82.08
200366,P0020,2,46.35,92.7
200367,P0021,1,30.71,30.71
200367,P0006,1,40.54,40.54
200367,P0003,2,49.36,98.72
200368,P0040,2,71.96,143.92
200369,P0035,1,57.55,57.55
200369,P0034,2,42.91,85.82
200370,P0008,1,50.59,50.59
200371,P0017,1,9.33,9.33
200371,P0006,2,45.96,91.92
200372,P0028,2,19.51,39.02
200372,P0030,1,71.98,71.98
200373,P0006,1,42.21,42.21
200374,P0006,1,45.44,45.44
200374,P0002,1,46.87,46.87
200375,P0008,2,55.07,110.14
200375,P0015,2,51.5,103.0
200376,P0038,2,57.28,114.56
200377,P0027,2,31.79,63.58
200377,P0009,1,66.91,66.91
200378,P0033,2,16.19,32.38
200378,P0034,1,45.84,45.84
200379,P0001,1,29.74,29.74
200379,P0005,1,43.13,43.13
200380,P0002,2,44.51,89.02
200381,P0019,1,52.09,52.09
200381,P0019,2,50.24,100.48
200381,P0003,1,48.92,48.92
200382,P0023,2,79.62,159.24
200382,P0040,1,74.21,74.21
200382,P0032,2,61.53,123.06
200383,P0033,2,18.24,36.48
200383,P0002,2,40.94,81.88
200384,P0017,1,10.1,10.1
200385,P0003,2,53.56,107.12
200385,P0031,1,23.21,23.21
200385,P0017,2,10.59,21.18
200386,P0024,1,42.72,42.72
200386,P0032,2,58.42,116.84
200387,P0032,2,63.48,126.96
200387,P0016,1,9.49,9.49
200387,P0023,1,66.17,66.17
200388,P0037,1,28.2,28.2
200388,P0023,2,74.54,149.08
200389,P0035,1,54.88,54.88
200390,P0022,2,67.57,135.14
200391,P0032,2,59.82,119.64
200392,P0008,1,45.1,45.1
200392,P0025,1,37.49,37.49
200393,P0037,1,27.35,27.35
200393,P0003,1,54.43,54.43
200393,P0014,1,71.72,71.72
200394,P0006,2,41.26,82.52
200395,P0033,1,19.2,19.2
200396,P0004,1,25.8,25.8
200396,P0032,1,56.55,56.55
200396,P0015,1,62.1,62.1
200397,P0038,2,54.99,109.98
200397,P0030,1,67.37,67.37
200397,P0010,2,61.05,122.1
200398,P0019,1,48.66,48.66
200398,P0037,1,32.86,32.86
200399,P0006,2,44.07,88.14
200399,P0012,1,46.23,46.23
200399,P0026,2,11.5,23.0
200400,P0010,2,71.64,143.28
200400,P0022,1,65.39,65.39
200400,P0038,2,52.84,105.68
200401,P0027,2,31.25,62.5
200401,P0014,2,70.52,141.04
200402,P0015,1,51.71,51.71
200403,P0017,2,8.83,17.66
200403,P0029,2,57.83,115.66
200404,P0019,1,47.94,47.94
200404,P0009,1,57.74,57.74
200405,P0037,2,29.2,58.4
200405,P0020,2,52.47,104.94
200405,P0021,2,28.55,57.1
200406,P0040,1,77.63,77.63
200406,P0002,2,39.16,78.32
200406,P0040,1,66.4,66.4
200407,P0021,1,29.7,29.7
200407,P0037,1,27.48,27.48
200408,P0024,2,48.31,96.62
