order_id,order_date,customer_id,channel,device,country,subtotal,shipping,discount,order_total,payment_method
200100,2026-01-08,16610,Organic Search,Desktop,US,220.46,0.0,0.0,220.46,Shop Pay
200101,2026-01-21,13287,Email,Desktop,CA,118.73,0.0,7.91,110.83,Shop Pay
200102,2025-09-06,3872,Direct,Desktop,UK,119.42,0.0,0.0,119.42,Credit Card
200103,2026-02-08,5517,Paid Social,Desktop,AU,264.53,0.0,0.0,264.53,PayPal
200104,2026-01-14,17471,Paid Social,Desktop,UK,152.49,0.0,0.0,152.49,PayPal
200105,2026-01-11,11105,Email,Desktop,US,208.55,0.0,16.77,191.78,PayPal
200106,2025-08-19,1489,Paid Search,Desktop,UK,203.42,0.0,10.68,192.74,Shop Pay
200107,2025-12-16,12785,Paid Search,Desktop,US,95.27,0.0,3.04,92.23,Apple Pay
200108,2026-01-31,2234,Email,Mobile,DE,172.8,0.0,15.79,157.01,Credit Card
200109,2025-08-21,6905,Paid Search,Mobile,CA,79.75,0.0,0.0,79.75,Shop Pay
200110,2025-09-23,9418,Direct,Mobile,DE,156.97,0.0,0.0,156.97,Credit Card
200111,2025-09-19,9401,Email,Mobile,DE,28.15,5.48,0.0,33.63,Credit Card
200112,2026-01-30,9361,Email,Mobile,US,61.89,0.0,0.0,61.89,Shop Pay
200113,2025-11-24,1560,Paid Social,Mobile,AU,144.9,0.0,0.0,144.9,PayPal
200114,2025-10-26,7048,Email,Desktop,CA,164.43,0.0,9.0,155.43,Shop Pay
200115,2025-11-21,8022,Organic Search,Mobile,US,65.84,0.0,5.69,60.14,Apple Pay
200116,2026-01-10,911,Organic Search,Mobile,UK,199.84,0.0,0.0,199.84,Shop Pay
200117,2025-10-16,3802,Email,Mobile,US,251.1,0.0,28.73,222.37,Apple Pay
200118,2025-09-05,4108,Paid Social,Mobile,CA,344.35,0.0,35.13,309.22,Shop Pay
200119,2025-10-20,16623,Email,Mobile,DE,113.44,0.0,0.0,113.44,PayPal
200120,2025-08-21,2227,Direct,Desktop,CA,48.62,6.04,0.0,54.66,PayPal
200121,2025-10-06,451,Direct,Desktop,UK,221.66,0.0,0.0,221.66,Apple Pay
200122,2025-11-25,8477,Direct,Desktop,AU,166.47,0.0,0.0,166.47,Apple Pay
200123,2025-12-11,7776,Paid Search,Desktop,DE,280.46,0.0,0.0,280.46,Apple Pay
200124,2026-01-08,4765,Paid Social,Desktop,US,329.92,0.0,0.0,329.92,Credit Card
200125,2025-09-13,12128,Email,Mobile,AU,20.48,7.18,0.0,27.66,Shop Pay
200126,2025-09-12,15706,Email,Mobile,AU,142.19,0.0,0.0,142.19,Apple Pay
200127,2025-11-15,13408,Organic Search,Desktop,DE,96.84,0.0,0.0,96.84,Shop Pay
200128,2025-09-06,1266,Email,Desktop,DE,21.47,7.28,0.0,28.75,PayPal
200129,2026-02-09,4657,Email,Mobile,US,137.56,0.0,0.0,137.56,Credit Card
200130,2025-11-26,1747,Organic Search,Desktop,AU,68.92,0.0,0.0,68.92,Shop Pay
200131,2025-08-30,12922,Direct,Mobile,US,57.85,0.0,0.0,57.85,Credit Card
200132,2026-01-16,7732,Paid Search,Desktop,US,153.58,0.0,10.04,143.54,PayPal
200133,2025-10-29,883,Paid Social,Mobile,UK,63.79,0.0,0.0,63.79,Credit Card
200134,2025-10-23,8952,Email,Desktop,US,89.13,0.0,0.0,89.13,Apple Pay
200135,2026-01-14,15487,Direct,Desktop,US,308.64,0.0,0.0,308.64,Credit Card
200136,2026-01-20,6875,Paid Social,Desktop,US,272.03,0.0,0.0,272.03,Credit Card
200137,2025-11-15,6134,Direct,Desktop,US,229.12,0.0,23.95,205.17,PayPal
200138,2025-11-05,366,Organic Search,Desktop,AU,110.59,0.0,0.0,110.59,Shop Pay
200139,2025-11-10,3891,Paid Social,Mobile,AU,155.7,0.0,0.0,155.7,Shop Pay
200140,2025-11-11,13429,Email,Desktop,DE,93.71,0.0,0.0,93.71,Credit Card
200141,2025-09-30,1936,Paid Search,Mobile,UK,60.55,0.0,0.0,60.55,PayPal
200142,2025-12-01,11609,Email,Mobile,US,60.84,0.0,5.84,55.0,Credit Card
200143,2025-10-23,6601,Paid Search,Mobile,UK,74.19,0.0,0.0,74.19,Apple Pay
200144,2025-12-26,15481,Paid Social,Mobile,DE,79.14,0.0,2.8,76.33,Credit Card
200145,2025-12-21,9399,Direct,Mobile,DE,46.66,6.69,3.62,49.73,PayPal
200146,2025-08-25,6510,Organic Search,Desktop,CA,148.85,0.0,0.0,148.85,Shop Pay
200147,2025-10-15,9896,Organic Search,Desktop,UK,226.95,0.0,23.32,203.63,Shop Pay
200148,2025-08-15,5998,Organic Search,Mobile,AU,114.91,0.0,6.85,108.06,Shop Pay
200149,2026-01-24,3017,Email,Mobile,AU,104.13,0.0,0.0,104.13,Shop Pay
200150,2026-01-28,11335,Paid Social,Mobile,UK,163.44,0.0,6.3,157.14,Shop Pay
200151,2026-01-08,13711,Paid Social,Mobile,DE,330.61,0.0,0.0,330.61,Apple Pay
200152,2026-01-17,12523,Direct,Desktop,US,77.6,0.0,0.0,77.6,Shop Pay
200153,2025-12-15,13199,Email,Mobile,CA,163.87,0.0,0.0,163.87,Credit Card
200154,2025-09-23,4488,Direct,Desktop,CA,175.94,0.0,0.0,175.94,Apple Pay
200155,2026-01-13,4293,Email,Mobile,US,81.55,0.0,5.15,76.4,PayPal
200156,2025-11-06,12112,Organic Search,Desktop,AU,64.79,0.0,0.0,64.79,Credit Card
200157,2025-10-16,12578,Organic Search,Desktop,DE,97.95,0.0,0.0,97.95,Shop Pay
200158,2026-02-04,6201,Organic Search,Mobile,UK,155.38,0.0,0.0,155.38,Apple Pay
200159,2025-09-04,4706,Organic Search,Desktop,AU,109.12,0.0,12.76,96.35,PayPal
200160,2025-08-23,5577,Email,Desktop,AU,103.82,0.0,0.0,103.82,Shop Pay
200161,2025-08-15,5236,Email,Desktop,DE,128.96,0.0,0.0,128.96,PayPal
200162,2025-10-20,8753,Direct,Desktop,DE,148.36,0.0,0.0,148.36,PayPal
200163,2025-08-17,8585,Email,Mobile,DE,212.62,0.0,0.0,212.62,Shop Pay
200164,2025-11-22,14602,Paid Social,Desktop,AU,52.72,0.0,5.53,47.19,Credit Card
200165,2026-01-09,10841,Email,Desktop,AU,158.66,0.0,0.0,158.66,Credit Card
200166,2025-11-16,8261,Paid Search,Desktop,CA,47.4,6.03,0.0,53.43,Shop Pay
200167,2025-10-02,9030,Direct,Mobile,CA,41.98,6.17,0.0,48.15,Credit Card
200168,2025-12-07,2021,Direct,Desktop,CA,48.01,5.39,5.32,48.08,Apple Pay
200169,2025-08-16,14478,Email,Mobile,DE,250.27,0.0,22.65,227.63,Shop Pay
200170,2025-10-10,2555,Paid Social,Mobile,AU,59.35,0.0,1.99,57.35,Apple Pay
200171,2026-01-01,7260,Organic Search,Mobile,CA,197.67,0.0,0.0,197.67,PayPal
200172,2025-08-17,5712,Paid Social,Mobile,US,136.65,0.0,12.0,124.64,PayPal
200173,2025-10-12,6431,Email,Mobile,UK,171.43,0.0,0.0,171.43,Credit Card
200174,2025-11-01,6700,Email,Desktop,CA,21.27,5.43,2.12,24.58,PayPal
200175,2025-09-06,7244,Paid Social,Mobile,DE,74.57,0.0,3.4,71.17,Shop Pay
200176,2025-12-20,740,Paid Social,Mobile,US,113.91,0.0,0.0,113.91,Credit Card
200177,2025-09-09,5901,Paid Search,Mobile,DE,50.47,6.57,3.64,53.4,Apple Pay
200178,2025-11-21,10003,Paid Social,Desktop,DE,141.83,0.0,13.31,128.52,Apple Pay
200179,2025-12-19,3370,Direct,Desktop,US,225.34,0.0,0.0,225.34,Shop Pay
200180,2025-09-10,16503,Direct,Mobile,UK,66.72,0.0,3.85,62.87,PayPal
200181,2025-11-02,5522,Paid Social,Mobile,UK,189.24,0.0,0.0,189.24,Shop Pay
200182,2025-10-12,5283,Paid Social,Mobile,AU,17.49,7.26,0.0,24.75,Apple Pay
200183,2025-08-25,7769,Organic Search,Desktop,DE,11.51,5.15,0.0,16.66,Shop Pay
200184,2026-01-22,14134,Email,Desktop,DE,52.38,0.0,0.0,52.38,Apple Pay
200185,2026-01-27,10094,Direct,Desktop,UK,149.47,0.0,0.0,149.47,Credit Card
200186,2025-08-15,4510,Email,Desktop,AU,78.82,0.0,0.0,78.82,PayPal
200187,2025-10-25,5179,Paid Social,Desktop,DE,9.84,5.39,0.0,15.23,Shop Pay
200188,2025-08-25,7137,Email,Mobile,AU,125.52,0.0,6.9,118.63,Apple Pay
200189,2025-12-10,1931,Paid Search,Mobile,AU,144.07,0.0,0.0,144.07,PayPal
200190,2025-09-02,16142,Direct,Mobile,UK,45.25,5.11,1.49,48.87,Shop Pay
200191,2026-01-22,1560,Direct,Mobile,DE,66.42,0.0,7.92,58.5,Apple Pay
200192,2026-01-27,15262,Direct,Desktop,UK,44.69,5.5,0.0,50.18,Apple Pay
200193,2026-02-02,11187,Email,Mobile,UK,122.2,0.0,0.0,122.2,Credit Card
200194,2025-09-06,7910,Organic Search,Mobile,DE,127.8,0.0,0.0,127.8,Apple Pay
200195,2025-11-14,12754,Paid Search,Desktop,CA,162.93,0.0,0.0,162.93,Shop Pay
200196,2026-02-06,8741,Email,Desktop,AU,30.14,7.89,0.0,38.03,PayPal
200197,2025-11-12,1874,Paid Search,Desktop,CA,109.42,0.0,0.0,109.42,PayPal
200198,2025-11-02,3022,Organic Search,Desktop,CA,191.7,0.0,0.0,191.7,PayPal
200199,2025-10-03,11054,Email,Desktop,AU,192.61,0.0,0.0,192.61,Apple Pay
200200,2025-12-24,7334,Paid Social,Mobile,DE,77.6,0.0,0.0,77.6,Shop Pay
200201,2025-12-06,17350,Organic Search,Desktop,UK,159.68,0.0,0.0,159.68,Credit Card
200202,2025-08-17,3184,Direct,Mobile,UK,134.13,0.0,0.0,134.13,Shop Pay
200203,2025-12-13,2480,Organic Search,Desktop,DE,92.71,0.0,8.69,84.02,Apple Pay
200204,2025-10-28,12777,Organic Search,Desktop,UK,188.15,0.0,0.0,188.15,Apple Pay
200205,2025-11-22,5590,Direct,Desktop,US,157.28,0.0,0.0,157.28,Credit Card
200206,2025-12-09,4541,Organic Search,Desktop,AU,221.18,0.0,0.0,221.18,Shop Pay
200207,2025-10-17,473,Paid Search,Desktop,DE,86.04,0.0,0.0,86.04,Credit Card
200208,2025-08-21,4795,Paid Search,Desktop,AU,281.18,0.0,0.0,281.18,PayPal
200209,2025-12-21,10099,Email,Desktop,UK,79.98,0.0,0.0,79.98,PayPal
200210,2025-11-14,5522,Email,Mobile,US,22.89,7.08,0.0,29.97,Shop Pay
200211,2025-09-15,947,Direct,Desktop,DE,64.86,0.0,3.64,61.23,Shop Pay
200212,2025-10-26,16309,Paid Social,Desktop,UK,189.21,0.0,17.65,171.56,Shop Pay
200213,2026-01-17,11,Paid Search,Desktop,DE,66.79,0.0,0.0,66.79,Apple Pay
200214,2025-09-10,14266,Paid Search,Mobile,AU,142.77,0.0,15.83,126.94,Credit Card
200215,2026-01-26,4965,Paid Search,Mobile,UK,80.47,0.0,8.39,72.08,Apple Pay
200216,2025-12-21,923,Paid Social,Mobile,UK,76.2,0.0,0.0,76.2,Apple Pay
200217,2026-02-04,17591,Paid Search,Desktop,AU,20.98,7.03,0.0,28.01,Shop Pay
200218,2025-08-20,9710,Paid Search,Desktop,US,117.86,0.0,0.0,117.86,Credit Card
200219,2025-11-30,17391,Paid Social,Desktop,UK,53.01,0.0,0.0,53.01,Shop Pay
200220,2025-09-02,15824,Direct,Desktop,DE,60.28,0.0,6.08,54.19,Shop Pay
200221,2025-10-03,13977,Direct,Desktop,DE,119.42,0.0,0.0,119.42,Shop Pay
200222,2025-12-23,11886,Paid Social,Desktop,US,277.41,0.0,0.0,277.41,Credit Card
200223,2025-12-10,6546,Email,Desktop,CA,169.34,0.0,0.0,169.34,Apple Pay
200224,2025-11-16,12035,Organic Search,Mobile,DE,140.57,0.0,6.76,133.81,Shop Pay
200225,2026-02-06,10408,Paid Social,Mobile,UK,143.25,0.0,0.0,143.25,Credit Card
200226,2026-02-08,2921,Paid Social,Desktop,AU,69.09,0.0,8.05,61.04,Apple Pay
200227,2025-09-25,7533,Email,Desktop,DE,108.56,0.0,0.0,108.56,PayPal
200228,2026-01-08,17977,Organic Search,Mobile,US,166.56,0.0,0.0,166.56,Shop Pay
200229,2025-12-07,13667,Organic Search,Mobile,CA,148.89,0.0,0.0,148.89,Apple Pay
200230,2025-09-17,2379,Paid Search,Mobile,CA,96.39,0.0,0.0,96.39,PayPal
200231,2025-08-24,9696,Direct,Desktop,CA,69.44,0.0,0.0,69.44,PayPal
200232,2025-10-06,88,Direct,Mobile,CA,80.76,0.0,0.0,80.76,PayPal
200233,2025-09-08,6638,Direct,Desktop,AU,42.27,5.65,0.0,47.91,PayPal
200234,2025-08-31,12187,Direct,Desktop,US,200.51,0.0,7.71,192.8,Shop Pay
200235,2025-12-11,6486,Paid Social,Desktop,AU,200.63,0.0,0.0,200.63,PayPal
200236,2025-12-18,12765,Paid Social,Mobile,CA,272.38,0.0,10.79,261.59,Apple Pay
200237,2026-01-19,2509,Organic Search,Mobile,CA,173.83,0.0,6.97,166.86,Credit Card
200238,2025-12-19,3504,Paid Search,Desktop,CA,140.07,0.0,9.24,130.82,PayPal
200239,2025-11-19,957,Email,Mobile,AU,10.22,7.03,0.0,17.24,PayPal
200240,2025-12-18,13842,Direct,Mobile,CA,25.84,7.91,0.8,32.95,PayPal
200241,2025-11-02,4080,Direct,Desktop,UK,119.43,0.0,3.91,115.52,Credit Card
200242,2025-12-10,14369,Direct,Mobile,DE,114.11,0.0,0.0,114.11,PayPal
200243,2025-12-27,429,Paid Search,Mobile,US,68.16,0.0,3.44,64.73,Apple Pay
200244,2025-11-29,17530,Paid Social,Desktop,AU,66.94,0.0,0.0,66.94,Credit Card
200245,2026-01-10,3988,Paid Search,Mobile,DE,85.16,0.0,3.97,81.18,Credit Card
200246,2025-12-10,10480,Paid Social,Mobile,DE,222.05,0.0,11.3,210.74,Apple Pay
200247,2025-11-02,11364,Paid Social,Mobile,UK,155.88,0.0,0.0,155.88,PayPal
200248,2025-09-16,17904,Email,Mobile,CA,65.95,0.0,0.0,65.95,Apple Pay
200249,2026-01-16,14585,Organic Search,Desktop,DE,65.95,0.0,0.0,65.95,Apple Pay
200250,2025-12-24,13726,Paid Social,Desktop,DE,69.86,0.0,5.72,64.14,PayPal
200251,2026-01-18,8935,Paid Social,Desktop,AU,144.74,0.0,0.0,144.74,Apple Pay
200252,2025-08-15,10543,Paid Search,Mobile,AU,142.39,0.0,0.0,142.39,PayPal
200253,2025-12-26,5298,Direct,Mobile,DE,251.5,0.0,28.31,223.19,Shop Pay
200254,2025-11-26,17369,Email,Mobile,CA,269.5,0.0,13.45,256.05,Apple Pay
200255,2026-02-08,9546,Paid Search,Mobile,US,48.92,5.49,0.0,54.42,Shop Pay
200256,2025-11-06,15392,Paid Social,Mobile,CA,87.85,0.0,0.0,87.85,PayPal
200257,2025-08-20,11034,Direct,Mobile,US,135.71,0.0,10.04,125.67,Shop Pay
200258,2025-09-12,10969,Paid Social,Mobile,CA,110.83,0.0,3.48,107.36,Apple Pay
200259,2025-11-28,13583,Organic Search,Mobile,DE,63.73,0.0,0.0,63.73,Credit Card
200260,2025-11-29,13373,Paid Social,Mobile,UK,97.57,0.0,7.08,90.5,Credit Card
200261,2026-02-06,7680,Paid Social,Mobile,AU,149.66,0.0,0.0,149.66,Apple Pay
200262,2025-10-26,11824,Direct,Mobile,CA,84.37,0.0,9.44,74.93,Shop Pay
200263,2025-08-18,6604,Direct,Mobile,AU,171.27,0.0,0.0,171.27,Apple Pay
200264,2025-11-14,17913,Direct,Mobile,UK,86.57,0.0,0.0,86.57,Apple Pay
200265,2025-12-08,17712,Direct,Desktop,DE,274.38,0.0,0.0,274.38,PayPal
200266,2025-10-18,13240,Paid Search,Desktop,US,18.28,6.26,0.0,24.55,Shop Pay
200267,2026-01-04,11798,Paid Social,Desktop,CA,168.2,0.0,0.0,168.2,Credit Card
200268,2025-12-14,2190,Organic Search,Desktop,AU,262.41,0.0,0.0,262.41,PayPal
200269,2025-08-19,13112,Direct,Mobile,US,32.59,5.76,0.0,38.36,PayPal
200270,2025-12-03,5396,Organic Search,Desktop,US,252.67,0.0,25.39,227.29,Credit Card
200271,2025-10-06,8706,Direct,Desktop,US,187.11,0.0,0.0,187.11,PayPal
200272,2026-01-07,6445,Organic Search,Desktop,CA,125.27,0.0,0.0,125.27,Apple Pay
200273,2025-10-20,13199,Paid Social,Mobile,CA,174.03,0.0,0.0,174.03,Apple Pay
200274,2026-01-18,15658,Organic Search,Desktop,UK,74.91,0.0,4.85,70.06,PayPal
200275,2025-11-19,5875,Paid Social,Mobile,AU,234.74,0.0,22.09,212.64,PayPal
200276,2025-09-25,5540,Paid Social,Mobile,AU,32.23,7.44,1.68,37.99,PayPal
200277,2025-09-04,6430,Organic Search,Mobile,DE,203.3,0.0,0.0,203.3,Apple Pay
200278,2025-09-28,6396,Organic Search,Mobile,UK,240.4,0.0,24.46,215.94,PayPal
200279,2025-11-10,1958,Paid Search,Mobile,US,221.3,0.0,0.0,221.3,PayPal
200280,2025-11-24,7733,Email,Desktop,UK,366.77,0.0,0.0,366.77,Shop Pay
200281,2026-01-04,15702,Organic Search,Desktop,UK,206.02,0.0,0.0,206.02,Apple Pay
200282,2025-11-13,9570,Paid Social,Desktop,CA,90.63,0.0,10.79,79.84,Shop Pay
200283,2025-12-08,8381,Paid Social,Mobile,US,148.69,0.0,11.15,137.54,Shop Pay
200284,2025-10-30,7949,Paid Social,Desktop,UK,118.41,0.0,0.0,118.41,PayPal
200285,2025-11-06,13671,Direct,Desktop,DE,76.19,0.0,0.0,76.19,Apple Pay
200286,2025-08-25,7363,Email,Desktop,AU,69.52,0.0,6.0,63.53,Apple Pay
200287,2025-09-29,7350,Organic Search,Mobile,UK,141.72,0.0,0.0,141.72,Credit Card
200288,2025-12-01,252,Email,Desktop,AU,115.33,0.0,0.0,115.33,Credit Card
200289,2025-09-30,6496,Direct,Mobile,CA,66.05,0.0,2.3,63.75,Shop Pay
