order_date,asin,sku,units,unit_price,gross_revenue,marketplace_fees,cogs,shipping_cost,market,fulfillment,channel,buy_box_pct
2025-08-23,B0241131,SKU-0013,9,126.25,1136.25,178.89,521.08,22.47,UK,FBM,Ads,0.921
2025-08-23,B0934569,SKU-0014,7,90.31,632.17,78.31,309.5,15.75,UK,FBA,Ads,0.823
2025-08-23,B0916675,SKU-0015,21,42.16,885.36,116.53,382.88,27.98,DE,FBA,Ads,0.77
2025-08-24,B0673178,SKU-0001,7,81.25,568.75,86.98,251.81,12.46,US,FBM,Ads,0.953
2025-08-24,B0494532,SKU-0002,6,23.81,142.86,18.98,57.99,11.1,DE,FBM,Organic,0.838
2025-08-24,B0466098,SKU-0003,11,18.12,199.32,24.73,92.85,16.91,UK,FBM,Organic,0.735
2025-08-24,B0287544,SKU-0004,7,110.27,771.89,132.13,424.53,10.38,UK,FBM,Ads,0.908
2025-08-24,B0474559,SKU-0006,3,89.51,268.53,41.26,140.55,3.46,US,FBA,Organic,0.94
2025-08-24,B0760123,SKU-0007,8,67.8,542.4,86.29,276.2,16.88,CA,FBA,Ads,0.918
2025-08-24,B0300550,SKU-0008,6,28.51,171.06,25.88,69.72,12.35,US,FBM,Ads,0.799
2025-08-24,B0565132,SKU-0009,3,142.65,427.95,54.96,211.83,3.4,CA,FBA,Ads,0.876
2025-08-24,B0138771,SKU-0010,9,77.72,699.48,95.45,301.63,18.27,DE,FBA,Ads,0.938
2025-08-24,B0165870,SKU-0011,6,39.64,237.84,33.96,129.18,8.28,US,FBM,Ads,0.745
2025-08-24,B0661462,SKU-0012,5,45.64,228.2,29.67,115.83,9.22,UK,FBM,Organic,0.869
2025-08-24,B0241131,SKU-0013,7,112.15,785.05,113.56,368.52,14.59,CA,FBA,Organic,0.92
2025-08-24,B0934569,SKU-0014,7,98.95,692.65,99.5,339.48,7.97,CA,FBA,Organic,0.84
2025-08-24,B0916675,SKU-0015,3,37.06,111.18,13.62,57.35,7.42,DE,FBA,Organic,0.758
2025-08-25,B0673178,SKU-0001,4,77.75,311.0,54.53,128.0,5.35,US,FBM,Ads,0.757
2025-08-25,B0494532,SKU-0002,4,24.4,97.6,12.74,41.81,9.3,UK,FBM,Organic,0.786
2025-08-25,B0466098,SKU-0003,5,17.56,87.8,13.96,38.63,12.25,UK,FBM,Ads,0.959
2025-08-25,B0287544,SKU-0004,5,107.49,537.45,71.58,278.24,10.43,CA,FBM,Organic,0.935
2025-08-25,B0444234,SKU-0005,9,88.94,800.46,137.74,371.7,14.44,DE,FBA,Organic,0.736
2025-08-25,B0474559,SKU-0006,6,84.79,508.74,91.18,265.22,13.11,UK,FBA,Ads,0.907
2025-08-25,B0760123,SKU-0007,3,67.75,203.25,31.92,86.15,3.97,US,FBM,Ads,0.888
2025-08-25,B0300550,SKU-0008,4,27.52,110.08,16.62,58.15,9.24,CA,FBM,Ads,0.734
2025-08-25,B0565132,SKU-0009,12,140.98,1691.76,279.27,921.6,27.96,US,FBA,Ads,0.747
2025-08-25,B0138771,SKU-0010,5,77.39,386.95,66.42,193.27,9.31,CA,FBM,Organic,0.848
2025-08-25,B0165870,SKU-0011,10,35.2,352.0,48.59,142.4,18.81,DE,FBA,Ads,0.863
2025-08-25,B0661462,SKU-0012,3,43.68,131.04,16.5,71.48,3.79,DE,FBA,Ads,0.797
2025-08-25,B0241131,SKU-0013,5,112.22,561.1,97.94,290.58,11.34,UK,FBA,Ads,0.904
2025-08-25,B0934569,SKU-0014,7,102.57,717.99,119.92,321.24,13.89,CA,FBA,Ads,0.751
2025-08-25,B0916675,SKU-0015,7,44.25,309.75,51.65,150.23,16.31,CA,FBA,Ads,0.724
2025-08-26,B0673178,SKU-0001,11,81.15,892.65,133.11,400.56,24.61,CA,FBM,Ads,0.777
2025-08-26,B0494532,SKU-0002,14,23.89,334.46,45.64,186.96,35.67,CA,FBA,Organic,0.751
2025-08-26,B0466098,SKU-0003,8,18.67,149.36,22.47,64.75,18.17,UK,FBA,Organic,0.957
2025-08-26,B0287544,SKU-0004,4,113.48,453.92,55.82,241.35,9.62,CA,FBA,Organic,0.766
2025-08-26,B0444234,SKU-0005,2,91.0,182.0,28.28,77.34,3.43,DE,FBM,Organic,0.781
2025-08-26,B0474559,SKU-0006,8,86.02,688.16,109.08,379.34,13.71,CA,FBM,Ads,0.735
2025-08-26,B0760123,SKU-0007,12,65.7,788.4,135.08,434.81,29.6,CA,FBA,Organic,0.848
2025-08-26,B0300550,SKU-0008,5,27.38,136.9,17.86,56.95,12.15,DE,FBM,Ads,0.808
2025-08-26,B0565132,SKU-0009,5,123.75,618.75,93.32,344.24,10.05,UK,FBA,Ads,0.785
2025-08-26,B0138771,SKU-0010,1,84.48,84.48,10.36,40.5,2.41,US,FBA,Ads,0.873
2025-08-26,B0165870,SKU-0011,10,35.28,352.8,50.33,188.34,25.25,US,FBM,Ads,0.748
2025-08-26,B0661462,SKU-0012,18,44.04,792.72,135.52,349.13,42.57,CA,FBM,Ads,0.721
2025-08-26,B0241131,SKU-0013,5,124.17,620.85,93.97,300.0,10.48,DE,FBA,Ads,0.794
2025-08-26,B0916675,SKU-0015,4,38.69,154.76,24.75,77.76,9.36,US,FBA,Organic,0.867
2025-08-27,B0673178,SKU-0001,13,81.39,1058.07,178.15,541.7,32.1,DE,FBA,Ads,0.748
2025-08-27,B0494532,SKU-0002,13,22.29,289.77,43.82,119.29,33.48,UK,FBA,Ads,0.728
2025-08-27,B0466098,SKU-0003,12,18.25,219.0,29.78,99.59,25.17,CA,FBA,Organic,0.909
2025-08-27,B0287544,SKU-0004,10,115.94,1159.4,176.19,553.61,17.62,UK,FBM,Ads,0.932
2025-08-27,B0760123,SKU-0007,7,69.78,488.46,63.07,267.41,17.92,CA,FBA,Organic,0.823
2025-08-27,B0300550,SKU-0008,14,29.12,407.68,61.86,219.61,28.19,US,FBA,Ads,0.883
2025-08-27,B0565132,SKU-0009,8,137.87,1102.96,177.28,496.33,14.42,US,FBM,Organic,0.771
2025-08-27,B0138771,SKU-0010,7,78.91,552.37,72.33,302.27,14.38,UK,FBM,Ads,0.861
2025-08-27,B0165870,SKU-0011,8,35.29,282.32,49.85,145.49,13.9,US,FBA,Organic,0.8
2025-08-27,B0661462,SKU-0012,5,48.75,243.75,35.84,108.23,11.64,CA,FBM,Ads,0.954
2025-08-27,B0241131,SKU-0013,8,127.55,1020.4,158.07,496.34,18.38,US,FBM,Organic,0.924
2025-08-27,B0934569,SKU-0014,5,88.87,444.35,79.64,220.53,8.04,US,FBA,Ads,0.873
2025-08-27,B0916675,SKU-0015,7,41.31,289.17,51.63,138.2,15.65,DE,FBA,Ads,0.891
2025-08-28,B0673178,SKU-0001,2,83.07,166.14,23.8,70.18,2.66,CA,FBM,Organic,0.91
2025-08-28,B0494532,SKU-0002,2,23.39,46.78,6.42,23.2,3.06,UK,FBM,Ads,0.883
2025-08-28,B0466098,SKU-0003,10,17.58,175.8,27.6,86.47,25.49,UK,FBM,Ads,0.804
2025-08-28,B0287544,SKU-0004,15,114.91,1723.65,299.08,892.16,19.24,DE,FBA,Ads,0.764
2025-08-28,B0444234,SKU-0005,4,96.33,385.32,66.23,177.39,6.14,UK,FBM,Organic,0.782
2025-08-28,B0474559,SKU-0006,12,97.65,1171.8,169.56,589.04,16.47,DE,FBA,Organic,0.772
2025-08-28,B0760123,SKU-0007,10,61.51,615.1,105.73,261.13,20.59,DE,FBM,Ads,0.747
2025-08-28,B0565132,SKU-0009,4,130.17,520.68,93.19,246.21,5.66,CA,FBM,Organic,0.759
2025-08-28,B0138771,SKU-0010,12,74.34,892.08,148.41,473.04,18.58,CA,FBM,Organic,0.729
2025-08-28,B0165870,SKU-0011,2,34.89,69.78,11.32,32.14,3.4,DE,FBM,Organic,0.902
2025-08-28,B0661462,SKU-0012,1,41.1,41.1,5.37,19.34,1.37,DE,FBA,Ads,0.803
2025-08-28,B0241131,SKU-0013,5,119.74,598.7,94.9,294.43,7.75,CA,FBM,Ads,0.855
2025-08-28,B0934569,SKU-0014,8,85.99,687.92,91.55,300.68,10.54,CA,FBM,Ads,0.887
2025-08-28,B0916675,SKU-0015,5,36.91,184.55,27.15,85.31,7.37,US,FBA,Ads,0.899
2025-08-29,B0673178,SKU-0001,6,69.54,417.24,63.94,202.1,10.88,UK,FBM,Ads,0.956
2025-08-29,B0494532,SKU-0002,12,22.62,271.44,38.83,135.28,22.72,DE,FBM,Organic,0.833
2025-08-29,B0466098,SKU-0003,6,17.45,104.7,12.7,47.5,12.03,DE,FBA,Organic,0.861
2025-08-29,B0287544,SKU-0004,6,106.95,641.7,104.21,307.87,14.73,DE,FBM,Organic,0.839
2025-08-29,B0444234,SKU-0005,7,86.52,605.64,87.18,312.62,11.23,UK,FBM,Organic,0.76
2025-08-29,B0474559,SKU-0006,11,97.69,1074.59,193.34,438.36,16.0,UK,FBM,Organic,0.828
2025-08-29,B0760123,SKU-0007,2,59.91,119.82,15.71,67.05,3.25,DE,FBM,Ads,0.902
2025-08-29,B0300550,SKU-0008,17,29.87,507.79,68.12,214.34,44.07,CA,FBM,Ads,0.882
2025-08-29,B0565132,SKU-0009,6,126.98,761.88,113.66,351.24,10.66,CA,FBA,Organic,0.911
2025-08-29,B0138771,SKU-0010,8,79.53,636.24,107.84,262.77,16.51,UK,FBM,Ads,0.753
2025-08-29,B0165870,SKU-0011,5,39.09,195.45,30.19,93.26,8.34,UK,FBM,Organic,0.73
2025-08-29,B0661462,SKU-0012,5,47.94,239.7,34.02,97.18,7.06,US,FBM,Organic,0.928
2025-08-29,B0241131,SKU-0013,4,129.17,516.68,86.69,231.07,10.32,DE,FBM,Ads,0.933
2025-08-29,B0934569,SKU-0014,10,98.35,983.5,123.76,436.27,20.45,CA,FBM,Ads,0.88
2025-08-29,B0916675,SKU-0015,5,44.23,221.15,29.46,108.98,11.77,DE,FBA,Organic,0.924
2025-08-30,B0673178,SKU-0001,8,82.33,658.64,115.95,292.1,10.61,DE,FBM,Organic,0.727
2025-08-30,B0494532,SKU-0002,8,23.67,189.36,27.97,104.6,12.37,CA,FBA,Ads,0.778
2025-08-30,B0466098,SKU-0003,15,18.61,279.15,39.29,128.98,17.96,UK,FBM,Ads,0.81
2025-08-30,B0287544,SKU-0004,10,109.19,1091.9,186.96,547.61,14.58,US,FBA,Organic,0.947
2025-08-30,B0444234,SKU-0005,6,83.37,500.22,68.54,256.15,9.45,UK,FBA,Organic,0.741
2025-08-30,B0474559,SKU-0006,9,90.33,812.97,127.66,416.29,12.68,US,FBA,Organic,0.95
2025-08-30,B0760123,SKU-0007,1,70.91,70.91,10.26,30.68,2.17,CA,FBA,Organic,0.865
2025-08-30,B0300550,SKU-0008,1,26.68,26.68,4.07,12.59,2.39,DE,FBA,Ads,0.919
2025-08-30,B0565132,SKU-0009,7,124.76,873.32,154.97,423.33,12.02,DE,FBM,Ads,0.897
2025-08-30,B0138771,SKU-0010,9,79.2,712.8,95.85,320.84,22.32,US,FBA,Ads,0.842
2025-08-30,B0165870,SKU-0011,7,34.07,238.49,35.49,120.62,9.0,UK,FBM,Organic,0.827
2025-08-30,B0661462,SKU-0012,6,47.79,286.74,34.75,156.99,14.76,DE,FBM,Ads,0.864
2025-08-30,B0241131,SKU-0013,11,114.33,1257.63,173.1,509.04,13.27,US,FBM,Ads,0.83
2025-08-30,B0934569,SKU-0014,8,101.82,814.56,126.56,335.71,10.66,DE,FBM,Organic,0.937
2025-08-30,B0916675,SKU-0015,7,39.47,276.29,46.8,150.86,13.74,US,FBM,Ads,0.781
2025-08-31,B0673178,SKU-0001,17,71.11,1208.87,175.7,519.62,24.56,CA,FBA,Organic,0.931
2025-08-31,B0494532,SKU-0002,9,24.42,219.78,32.17,98.18,22.59,DE,FBM,Organic,0.891
2025-08-31,B0466098,SKU-0003,5,16.8,84.0,13.45,39.84,9.66,UK,FBA,Ads,0.823
2025-08-31,B0287544,SKU-0004,16,107.85,1725.6,243.52,943.95,34.03,UK,FBM,Ads,0.809
2025-08-31,B0444234,SKU-0005,16,94.75,1516.0,268.82,731.63,18.9,US,FBA,Organic,0.754
2025-08-31,B0474559,SKU-0006,14,90.57,1267.98,196.55,574.37,26.9,US,FBM,Ads,0.807
2025-08-31,B0760123,SKU-0007,3,60.88,182.64,31.09,93.91,7.8,UK,FBA,Ads,0.911
2025-08-31,B0300550,SKU-0008,9,26.97,242.73,34.74,107.62,12.77,CA,FBM,Organic,0.944
2025-08-31,B0565132,SKU-0009,8,126.15,1009.2,125.85,423.38,19.02,CA,FBA,Ads,0.794
2025-08-31,B0138771,SKU-0010,11,87.68,964.48,143.7,394.57,26.91,DE,FBM,Ads,0.835
2025-08-31,B0165870,SKU-0011,5,36.86,184.3,24.35,88.11,9.56,UK,FBA,Ads,0.739
2025-08-31,B0661462,SKU-0012,8,43.62,348.96,43.48,182.04,17.38,CA,FBM,Ads,0.892
2025-08-31,B0241131,SKU-0013,14,115.42,1615.88,223.01,843.7,28.82,US,FBA,Ads,0.841
2025-08-31,B0934569,SKU-0014,13,98.9,1285.7,196.43,600.05,19.4,DE,FBM,Ads,0.733
2025-09-01,B0673178,SKU-0001,13,75.54,982.02,162.8,493.12,33.18,US,FBM,Ads,0.949
2025-09-01,B0494532,SKU-0002,14,22.39,313.46,49.79,129.89,32.04,US,FBM,Organic,0.907
2025-09-01,B0466098,SKU-0003,6,18.56,111.36,19.27,59.58,12.86,DE,FBM,Organic,0.829
2025-09-01,B0287544,SKU-0004,6,102.07,612.42,90.32,312.6,9.19,CA,FBA,Ads,0.746
2025-09-01,B0444234,SKU-0005,12,83.07,996.84,126.29,457.27,13.47,UK,FBA,Organic,0.85
